"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-377 0.671907587881297 2 35 "GO:0001934;GO:0042327" "positive regulation of phosphorylation" 0.908083463125404
1619 0.356274551738384 3 9 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.770165100568086
348 0.56479471223354 4 76 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.865250014608413
2207 0.348582077249245 5 5 "GO:0002011" "morphogenesis of an epithelial sheet" 0.767661976869346
-3658 0.0160920873103465 2 12 "GO:0002027;GO:0051279;GO:0010880" "regulation of release of sequestered calcium ion into cytosol" 0.173891670990243
-2611 0.0230640797012782 2 21 "GO:0002064" "epithelial cell development" 0.203954086991931
284 0.886592362469959 2 7 "GO:0002088" "lens development in camera-type eye" 0.976569696397809
-1790 0.4471146066382 5 5 "GO:0002090" "regulation of receptor internalization" 0.825329585368218
-1848 0.352923045486545 2 7 "GO:0002098;GO:0002097" "tRNA wobble uridine modification" 0.768830118137343
140 0.936252550730379 2 9 "GO:0002119;GO:0002164" "larval development" 0.989239690239459
3350 0.00870484437454518 5 17 "GO:0002181" "cytoplasmic translation" 0.119532375191925
-408 0.837711431148452 2 7 "GO:0002200" "somatic diversification of immune receptors" 0.968837915482029
-756 0.724873317917039 2 6 "GO:0002224;GO:0002221;GO:0070423;GO:0002753;GO:0035872" "pattern recognition receptor signaling pathway" 0.92470621900444
1126 0.407338177118175 3 15 "GO:0002237" "response to molecule of bacterial origin" 0.801768356721713
-460 0.804779507436442 3 8 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.961976353899611
-795 0.521938496911486 2 18 "GO:0002252" "immune effector process" 0.850687339767374
-347 0.526307446126661 1 93 "GO:0002376" "immune system process" 0.850687339767374
-298 0.786339925932717 2 23 "GO:0002429;GO:0038093" "immune response-activating cell surface receptor signaling pathway" 0.951536669090938
-1949 0.407737139202747 3 5 "GO:0002443" "leukocyte mediated immunity" 0.801768356721713
-1868 0.200731537331169 2 13 "GO:0002521" "leukocyte differentiation" 0.634898064704765
574 0.807401400642268 4 5 "GO:0002562;GO:0016444" "somatic diversification of immune receptors via germline recombination within a single locus" 0.963649002817817
-1622 0.414941560669292 2 7 "GO:0002573" "myeloid leukocyte differentiation" 0.806485956237554
-5973 0.00544277434799466 4 6 "GO:0002576" "platelet degranulation" 0.0859144474183456
-399 0.493555565936235 3 82 "GO:0002682" "regulation of immune system process" 0.850687339767374
-980 0.443040516316433 2 17 "GO:0002683" "negative regulation of immune system process" 0.824033040369895
194 0.898425305969938 4 12 "GO:0002697" "regulation of immune effector process" 0.977956604457546
-136 0.941588845575862 2 8 "GO:0002699" "positive regulation of immune effector process" 0.98997225351009
760 0.702549398755498 4 7 "GO:0002700" "regulation of production of molecular mediator of immune response" 0.921027870499966
77 0.973796804737271 2 5 "GO:0002702" "positive regulation of production of molecular mediator of immune response" 0.995105948757143
-748 0.468743791485249 2 26 "GO:0002757;GO:0002253;GO:0002764;GO:0002768" "immune response-regulating signaling pathway" 0.836900913127469
-1497 0.182299149672676 2 22 "GO:0002758;GO:0002218;GO:0002223;GO:0002220;GO:1990858;GO:1990840;GO:0050852;GO:0050851;GO:0038095" "activation of innate immune response" 0.612133725242842
-449 0.809358715191579 2 8 "GO:0002761" "regulation of myeloid leukocyte differentiation" 0.963649002817817
-582 0.786483721755281 3 6 "GO:0002822;GO:0002819" "regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 0.951536669090938
-281 0.677706551868981 4 61 "GO:0002831;GO:0031347" "regulation of defense response" 0.908083463125404
762 0.722895971773808 2 6 "GO:0002920" "regulation of humoral immune response" 0.923578892833557
760 0.312921771779571 2 49 "GO:0003002" "regionalization" 0.741269105940667
-149 0.752839996549526 2 125 "GO:0003006" "developmental process involved in reproduction" 0.938699369414144
23 0.992236072411233 2 5 "GO:0003007" "heart morphogenesis" 0.999300851426874
-2367 6.21549392833267e-08 2 146 "GO:0003008" "system process" 9.54360840450353e-06
-3858 0.000590275381621426 3 22 "GO:0003013" "circulatory system process" 0.0186988053729048
-5547 0.0015705847406964 2 9 "GO:0003018" "vascular process in circulatory system" 0.0353695683604829
-2191 0.0627465031616726 4 20 "GO:0003333;GO:0006865" "amino acid transport" 0.379852486881953
-2230 0.343536154654134 2 5 "GO:0003341" "cilium movement" 0.764469782886472
1557 0.00107777030506805 3 123 "GO:0005975" "carbohydrate metabolic process" 0.0275811218978778
-63 0.954017603760192 6 23 "GO:0005977;GO:0006112;GO:0044042;GO:0005976" "polysaccharide metabolic process" 0.99407767671258
3173 0.0566530829941591 4 10 "GO:0005978;GO:0009250;GO:0000271" "polysaccharide biosynthetic process" 0.354720844156264
-3565 0.0421902918514121 2 9 "GO:0005980;GO:0009251;GO:0000272" "polysaccharide catabolic process" 0.303231501859724
2191 0.10701620236378 4 15 "GO:0006006" "glucose metabolic process" 0.48719775146206
4015 0.000187931652718052 4 24 "GO:0006022" "aminoglycan metabolic process" 0.00961868368002393
2793 0.160335917601866 2 7 "GO:0006023" "aminoglycan biosynthetic process" 0.571323554492725
4067 0.0840716988304958 4 5 "GO:0006024" "glycosaminoglycan biosynthetic process" 0.4435133710009
1503 0.450055397897582 5 7 "GO:0006029" "proteoglycan metabolic process" 0.826373492211178
4150 0.00115593063922366 2 17 "GO:0006030" "chitin metabolic process" 0.0291398037261009
3609 0.0175569335678432 4 12 "GO:0006032;GO:0006026;GO:1901072;GO:0046348" "glucosamine-containing compound catabolic process" 0.182439103155978
667 0.51067124717033 3 27 "GO:0006066" "alcohol metabolic process" 0.850687339767374
-1769 0.193097888782641 3 15 "GO:0006081" "cellular aldehyde metabolic process" 0.623599109280843
-499 0.75312154241502 4 11 "GO:0006085;GO:0006084;GO:0071616;GO:0035384" "acetyl-CoA metabolic process" 0.938699369414144
448 0.646770206172973 4 29 "GO:0006090" "pyruvate metabolic process" 0.898130365619858
-759 0.165604442307508 3 93 "GO:0006091" "generation of precursor metabolites and energy" 0.581509153965449
1113 0.503902617091957 3 10 "GO:0006094;GO:0019319;GO:0046364" "monosaccharide biosynthetic process" 0.850687339767374
1628 0.189740931882175 2 18 "GO:0006096" "glycolytic process" 0.62081881757581
1274 0.5884092876816 4 5 "GO:0006098;GO:0051156" "pentose-phosphate shunt" 0.875331260508414
-4070 1.69392272977323e-05 3 31 "GO:0006099" "tricarboxylic acid cycle" 0.00148773222393944
-2019 0.166679025752107 4 13 "GO:0006108" "malate metabolic process" 0.581913112432206
-3800 0.106454904246837 2 5 "GO:0006119" "oxidative phosphorylation" 0.48595225208894
-4899 0.0226286342246755 2 6 "GO:0006120" "mitochondrial electron transport, NADH to ubiquinone" 0.203169723733972
-2711 0.103459682765785 2 10 "GO:0006122" "mitochondrial electron transport, ubiquinol to cytochrome c" 0.480064297229151
-297 0.89013314192364 2 6 "GO:0006123" "mitochondrial electron transport, cytochrome c to oxygen" 0.977956604457546
775 0.658695036833969 2 9 "GO:0006144" "purine nucleobase metabolic process" 0.900838799362408
-1580 0.000367545981803425 2 142 "GO:0006163;GO:0072521" "purine-containing compound metabolic process" 0.013659778477275
-2057 0.338596523431663 -1 6 "GO:0006165" "obsolete nucleoside diphosphate phosphorylation" 0.763456958582244
587 0.768128321482534 6 7 "GO:0006167" "AMP biosynthetic process" 0.944915320454479
1748 0.379744838796115 2 7 "GO:0006177" "GMP biosynthetic process" 0.789362925586499
-3109 0.118143422986248 4 7 "GO:0006182;GO:0046068" "cGMP metabolic process" 0.500355892592094
2285 0.287747964162291 2 6 "GO:0006188" "IMP biosynthetic process" 0.730836558601668
-304 0.897250940950488 3 5 "GO:0006195" "purine nucleotide catabolic process" 0.977956604457546
-2116 0.203642255061594 2 10 "GO:0006206" "pyrimidine nucleobase metabolic process" 0.636947719998208
-1341 0.532706324098424 6 6 "GO:0006207;GO:0019856" "pyrimidine nucleobase biosynthetic process" 0.850687339767374
-2676 0.178704298610772 2 7 "GO:0006213" "pyrimidine nucleoside metabolic process" 0.60730696248208
-312 0.726331679070764 2 35 "GO:0006221;GO:0006220;GO:0072528" "pyrimidine nucleotide metabolic process" 0.92516908442724
102 0.944124116689866 7 13 "GO:0006241;GO:0009209;GO:0046036;GO:0009148;GO:0009208" "pyrimidine ribonucleoside triphosphate metabolic process" 0.991124021282392
335 0.310016258750853 4 258 "GO:0006259" "DNA metabolic process" 0.737077699231985
1464 0.0517672007818191 2 49 "GO:0006260" "DNA replication" 0.335713796003578
3434 0.018696635965716 3 13 "GO:0006261" "DNA-templated DNA replication" 0.185756577329967
1791 0.446860695863836 9 5 "GO:0006268" "DNA unwinding involved in DNA replication" 0.825329585368218
2190 0.149529566496251 6 12 "GO:0006270" "DNA replication initiation" 0.551431086926131
1794 0.367286688103368 2 7 "GO:0006271;GO:0022616" "DNA strand elongation" 0.779442114402564
665 0.602586367655792 4 17 "GO:0006275" "regulation of DNA replication" 0.880422469697779
221 0.619425721593177 2 141 "GO:0006281" "DNA repair" 0.887712610838222
269 0.908962369520899 3 5 "GO:0006282" "regulation of DNA repair" 0.981114009070582
1481 0.329678975787936 7 12 "GO:0006283" "transcription-coupled nucleotide-excision repair" 0.759103483131641
-5 0.997413182094784 3 13 "GO:0006284" "base-excision repair" 0.999300851426874
369 0.687059705218636 3 33 "GO:0006289" "nucleotide-excision repair" 0.910443656105679
148 0.945167178396879 7 6 "GO:0006294;GO:0070911;GO:0000717" "nucleotide-excision repair, preincision complex assembly" 0.991371316900279
-80 0.965565257103117 -1 8 "GO:0006296" "obsolete nucleotide-excision repair, DNA incision, 5'-to lesion" 0.995105948757143
1019 0.485275697360453 3 13 "GO:0006298" "mismatch repair" 0.850687339767374
407 0.677678713333838 6 29 "GO:0006302" "double-strand break repair" 0.908083463125404
-249 0.915634777078322 2 5 "GO:0006303" "double-strand break repair via nonhomologous end joining" 0.981286255384065
880 0.682272300003634 2 6 "GO:0006308" "DNA catabolic process" 0.908083463125404
-289 0.719064986899683 2 43 "GO:0006310" "DNA recombination" 0.923578892833557
113 0.954719500282456 6 7 "GO:0006312" "mitotic recombination" 0.99407767671258
281 0.820969601008108 7 18 "GO:0006334;GO:0034728" "nucleosome organization" 0.967214149479499
592 0.409547501266114 3 54 "GO:0006338" "chromatin remodeling" 0.802901122599418
-71 0.875341695642784 5 135 "GO:0006351" "DNA-templated transcription" 0.976428540074104
898 0.334732975371349 5 32 "GO:0006352" "DNA-templated transcription initiation" 0.759897843282538
-828 0.556126880170486 2 14 "GO:0006353" "DNA-templated transcription termination" 0.859842298451673
405 0.0765922564013514 4 547 "GO:0006355;GO:2001141;GO:0051252;GO:0019219" "regulation of nucleobase-containing compound metabolic process" 0.428358679012856
103 0.777895116925718 2 212 "GO:0006357" "regulation of transcription by RNA polymerase II" 0.950698156648001
500 0.815866985658205 6 6 "GO:0006363;GO:0006362" "transcription elongation by RNA polymerase I" 0.967214149479499
-859 0.100149155092828 3 102 "GO:0006364;GO:0016072" "rRNA metabolic process" 0.480064297229151
-202 0.808427665654689 2 40 "GO:0006366" "transcription by RNA polymerase II" 0.963649002817817
1151 0.316520374495334 2 21 "GO:0006367" "transcription initiation at RNA polymerase II promoter" 0.742887374442147
-699 0.595588870337911 3 16 "GO:0006368;GO:0006354" "DNA-templated transcription elongation" 0.877791973822628
-1683 0.337442513270181 3 9 "GO:0006369" "termination of RNA polymerase II transcription" 0.763042892131635
-1564 0.28413368142116 7 13 "GO:0006370;GO:0009452;GO:0036260" "7-methylguanosine RNA capping" 0.727652688082869
-1383 0.486974094737127 2 7 "GO:0006378" "mRNA polyadenylation" 0.850687339767374
451 0.786553637902626 2 10 "GO:0006383" "transcription by RNA polymerase III" 0.951536669090938
-22 0.992710709370869 2 5 "GO:0006388;GO:0000394" "tRNA splicing, via endonucleolytic cleavage and ligation" 0.999300851426874
-1031 0.000447144383405377 5 327 "GO:0006396" "RNA processing" 0.0148083698739545
-1346 0.00223892794091784 2 144 "GO:0006397" "mRNA processing" 0.0450184439548837
-842 0.0671082708339489 3 132 "GO:0006399" "tRNA metabolic process" 0.397704805047508
-796 0.364379119532994 4 36 "GO:0006400" "tRNA modification" 0.7780484613037
9 0.989914203299033 2 57 "GO:0006401" "RNA catabolic process" 0.999300851426874
945 0.517344005649114 3 13 "GO:0006403" "RNA localization" 0.850687339767374
-984 0.403165421037184 5 20 "GO:0006406;GO:0006405" "RNA export from nucleus" 0.801768356721713
-357 0.879324270760998 5 5 "GO:0006409;GO:0051031;GO:0097064;GO:0007077" "ncRNA export from nucleus" 0.976428540074104
1069 0.00125389099875771 3 256 "GO:0006412;GO:0043043;GO:0006518;GO:0043604;GO:0043603" "amide metabolic process" 0.0311444396603202
362 0.56598348980228 3 70 "GO:0006413" "translational initiation" 0.865250014608413
170 0.828987626628991 3 45 "GO:0006414" "translational elongation" 0.968837915482029
1 0.999799409345774 2 7 "GO:0006415" "translational termination" 0.999799409345774
344 0.522944411138936 2 96 "GO:0006417;GO:0010608;GO:0034248" "post-transcriptional regulation of gene expression" 0.850687339767374
-758 0.232446074467716 6 69 "GO:0006418;GO:0043039;GO:0043038" "tRNA aminoacylation" 0.676898999613745
-3654 0.120571254165176 8 5 "GO:0006429" "leucyl-tRNA aminoacylation" 0.500355892592094
-3516 0.135310113695367 2 5 "GO:0006434" "seryl-tRNA aminoacylation" 0.524888274569203
-968 0.652362136787686 8 6 "GO:0006438" "valyl-tRNA aminoacylation" 0.899258706442201
-410 0.680589796105362 6 28 "GO:0006446" "regulation of translational initiation" 0.908083463125404
-356 0.839474926308296 2 9 "GO:0006450" "regulation of translational fidelity" 0.968837915482029
428 0.384615934017253 2 115 "GO:0006457" "protein folding" 0.79315797375869
1885 0.380427129323511 2 6 "GO:0006465" "signal peptide processing" 0.789362925586499
-329 0.353171376390258 3 223 "GO:0006468" "protein phosphorylation" 0.768830118137343
225 0.834013434752485 3 24 "GO:0006469;GO:0033673;GO:0051348" "negative regulation of transferase activity" 0.968837915482029
-122 0.850880110485838 3 66 "GO:0006470" "protein dephosphorylation" 0.968837915482029
532 0.821253621120452 -1 5 "GO:0006471" "obsolete protein ADP-ribosylation" 0.967214149479499
1301 0.0939210404084447 2 46 "GO:0006473;GO:0043543;GO:0016573;GO:0018393;GO:0006475;GO:0018394" "protein acylation" 0.4735290904761
1776 0.450473909976522 2 5 "GO:0006474" "N-terminal protein amino acid acetylation" 0.826373492211178
-1167 0.113716862623233 5 51 "GO:0006479;GO:0008213" "protein alkylation" 0.499631719374421
2897 5.35476548093005e-05 3 54 "GO:0006486;GO:0043413;GO:0070085" "glycosylation" 0.00334970329529291
1838 0.118536109445096 5 20 "GO:0006487" "protein N-linked glycosylation" 0.500355892592094
4070 0.0103464456002575 4 11 "GO:0006493" "protein O-linked glycosylation" 0.134140243664633
524 0.673177370706385 5 18 "GO:0006497" "protein lipidation" 0.908083463125404
826 0.657257065492598 6 8 "GO:0006506;GO:0006505;GO:0009247;GO:0046467" "membrane lipid biosynthetic process" 0.900330238132196
-697 0.0281733082225773 2 279 "GO:0006508" "proteolysis" 0.230418686818589
-1311 0.00208315139048362 2 154 "GO:0006511;GO:0019941;GO:0051603;GO:0043632" "proteolysis involved in protein catabolic process" 0.0423908758858655
-601 0.779629814961681 5 6 "GO:0006513" "protein monoubiquitination" 0.951508808664086
-1247 0.502982141295984 4 8 "GO:0006515" "protein quality control for misfolded or incompletely synthesized proteins" 0.850687339767374
-1421 0.000338286579089406 2 178 "GO:0006520" "amino acid metabolic process" 0.0136039531448097
-1498 0.368155342128569 4 10 "GO:0006521;GO:0033238;GO:0002479;GO:0042590;GO:0002474;GO:0002478;GO:0019884" "antigen processing and presentation of exogenous peptide antigen" 0.780193692415499
2 0.999317617362555 2 9 "GO:0006534;GO:0009070" "serine family amino acid biosynthetic process" 0.999799409345774
-3627 0.0223259350244327 2 11 "GO:0006536" "glutamate metabolic process" 0.203169723733972
-2058 0.15880515772171 2 13 "GO:0006541" "glutamine metabolic process" 0.568266761423661
-279 0.89682020851238 2 6 "GO:0006542" "glutamine biosynthetic process" 0.977956604457546
-2499 0.100133369634076 6 12 "GO:0006544" "glycine metabolic process" 0.480064297229151
-328 0.851824714104369 2 9 "GO:0006560" "proline metabolic process" 0.968837915482029
2412 0.261747471808531 2 6 "GO:0006561" "proline biosynthetic process" 0.702714459841425
-4136 0.0262825761021795 6 8 "GO:0006563" "L-serine metabolic process" 0.224198338568592
-515 0.810509430669288 3 6 "GO:0006567;GO:0006566" "threonine metabolic process" 0.963649002817817
-229 0.90221729124099 3 8 "GO:0006568;GO:0006586;GO:0042430" "indole-containing compound metabolic process" 0.977956604457546
115 0.91007262508765 3 27 "GO:0006575" "cellular modified amino acid metabolic process" 0.981114009070582
-45 0.973474067187925 2 15 "GO:0006576;GO:0009308" "amine metabolic process" 0.995105948757143
2143 0.0284580634726212 3 29 "GO:0006605" "protein targeting" 0.231084948102198
-188 0.901509115306493 6 12 "GO:0006607" "NLS-bearing protein import into nucleus" 0.977956604457546
1738 0.460224023384418 3 5 "GO:0006611" "protein export from nucleus" 0.83224665470694
4072 0.00273949474956316 2 15 "GO:0006614;GO:0006613;GO:0006612" "protein targeting to membrane" 0.0517232346884902
-2004 0.394723099108816 4 5 "GO:0006623" "protein targeting to vacuole" 0.798725258987829
-631 0.102221554796134 2 188 "GO:0006629;GO:0044255" "lipid metabolic process" 0.480064297229151
-2147 0.00275612262993731 2 54 "GO:0006631" "fatty acid metabolic process" 0.0517232346884902
-710 0.62683715614687 5 13 "GO:0006633;GO:0072330" "monocarboxylic acid biosynthetic process" 0.890281696919053
-780 0.579607643823227 3 14 "GO:0006637;GO:0035383" "acyl-CoA metabolic process" 0.870480381199047
488 0.835759059489081 2 5 "GO:0006639;GO:0006638" "acylglycerol metabolic process" 0.968837915482029
-1179 0.342306148103653 2 18 "GO:0006643" "membrane lipid metabolic process" 0.764469782886472
209 0.787852119864966 2 46 "GO:0006644" "phospholipid metabolic process" 0.951536669090938
180 0.831202091921567 3 39 "GO:0006650;GO:0046486" "glycerolipid metabolic process" 0.968837915482029
878 0.395342993791489 2 26 "GO:0006661;GO:0046488" "phosphatidylinositol metabolic process" 0.798725258987829
232 0.883930869019127 2 11 "GO:0006664;GO:1903509" "glycolipid metabolic process" 0.976428540074104
-2891 0.120364058301706 3 8 "GO:0006665" "sphingolipid metabolic process" 0.500355892592094
1195 0.496036468458089 3 9 "GO:0006694" "steroid biosynthetic process" 0.850687339767374
2735 0.0442463266678424 2 15 "GO:0006720" "isoprenoid metabolic process" 0.314000192193218
-1097 0.376588170414444 3 18 "GO:0006730" "one-carbon metabolic process" 0.787199777017322
192 0.895586087443495 2 13 "GO:0006739" "NADP metabolic process" 0.977956604457546
-299 0.880582122155907 2 7 "GO:0006740" "NADPH regeneration" 0.976428540074104
