"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-5 0.983954430749193 4 108 "GO:0000281;GO:0061640;GO:0000910" "cytoskeleton-dependent cytokinesis" 0.991797545776904
-1921 0.00414203081945333 4 17 "GO:0000288" "nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay" 0.0208752350357231
-1391 0.0182075279067344 2 22 "GO:0000289" "nuclear-transcribed mRNA poly(A) tail shortening" 0.0654300862809788
-1364 0.0135822949379827 3 25 "GO:0000291;GO:0043928" "nuclear-transcribed mRNA catabolic process, exonucleolytic" 0.0529214909208233
79 0.800057218781161 2 79 "GO:0000302;GO:0034614" "response to reactive oxygen species" 0.890173239066875
-1208 0.0231128136196172 2 27 "GO:0000380" "alternative mRNA splicing, via spliceosome" 0.077999138930871
-314 0.209583537926798 6 123 "GO:0000381" "regulation of alternative mRNA splicing, via spliceosome" 0.401493916975945
-996 4.22278909297085e-09 4 273 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 1.60928756940341e-07
-1098 0.208715604097193 2 10 "GO:0000413" "protein peptidyl-prolyl isomerization" 0.400446076274752
-440 0.333247203942998 3 37 "GO:0000422" "autophagy of mitochondrion" 0.540771735794098
-700 0.379800076092103 2 12 "GO:0000423" "mitophagy" 0.585376072957468
-2495 3.48448949563717e-05 3 21 "GO:0000460" "maturation of 5.8S rRNA" 0.00041604505480097
-3476 1.29550134436046e-05 4 12 "GO:0000467;GO:0031125;GO:0071035;GO:0071046;GO:0043634;GO:0071029;GO:0043633" "exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.000185013568274731
-2594 0.000440530446393362 3 14 "GO:0000470" "maturation of LSU-rRNA" 0.00343292913688048
-2382 0.000115318437649926 3 20 "GO:0000479" "endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.00111782541303866
-1987 0.0126906903889982 2 12 "GO:0000480" "endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.0500077913062224
-1004 0.145891945616888 2 16 "GO:0000578" "embryonic axis specification" 0.309589163010055
-2532 3.37966187089233e-07 5 31 "GO:0000723;GO:0032200" "telomere organization" 7.17726666016982e-06
-1783 1.28942634371616e-10 4 100 "GO:0000724;GO:0000725" "double-strand break repair via homologous recombination" 7.17436817643671e-09
-2433 0.000645724909900038 2 15 "GO:0000727" "double-strand break repair via break-induced replication" 0.00466599142686209
-996 0.00431348041510187 2 63 "GO:0000731;GO:0006301" "DNA synthesis involved in DNA repair" 0.0216608348642841
328 0.250877020626369 2 94 "GO:0000902" "cell morphogenesis" 0.448259390740243
366 0.467947719208479 5 30 "GO:0000915;GO:0000912;GO:0044837" "actomyosin contractile ring assembly" 0.660157482169365
-1208 1.18338584450135e-09 2 197 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 5.30996680548832e-08
-1553 0.000231680972347355 3 43 "GO:0000959" "mitochondrial RNA metabolic process" 0.00200790176034374
746 0.370220184235691 3 11 "GO:0001178" "regulation of transcriptional start site selection at RNA polymerase II promoter" 0.578557420620577
-356 0.527478131815629 2 24 "GO:0001501" "skeletal system development" 0.710430121363661
-552 0.258257954327614 2 32 "GO:0001503" "ossification" 0.459088580791963
2038 9.53596653420515e-05 2 28 "GO:0001504" "neurotransmitter uptake" 0.000968213828399954
1549 0.000397207699776124 2 40 "GO:0001508" "action potential" 0.00313929494538971
-2298 2.48771649077605e-08 2 45 "GO:0001510" "RNA methylation" 6.99073462357472e-07
-1765 0.00669570660606342 2 18 "GO:0001522" "pseudouridine synthesis" 0.0304868343339909
2366 0.00448469215633809 3 11 "GO:0001523;GO:0016101" "retinoid metabolic process" 0.022319165615264
619 0.0243270236146482 2 102 "GO:0001525" "angiogenesis" 0.0808575623607542
-1171 0.0203480122380009 3 30 "GO:0001541" "ovarian follicle development" 0.0707602125576481
-256 0.190590850497687 3 204 "GO:0001558" "regulation of cell growth" 0.377189467229125
-90 0.837253994864816 3 40 "GO:0001568" "blood vessel development" 0.91057099832444
490 0.522373214683358 2 13 "GO:0001570" "vasculogenesis" 0.70717386046185
532 0.335639980937024 2 25 "GO:0001578" "microtubule bundle formation" 0.543193965658407
245 0.651885744471462 3 26 "GO:0001649" "osteoblast differentiation" 0.804590124720323
368 0.110885980198248 2 145 "GO:0001654;GO:0007423" "sensory organ development" 0.253896952190556
148 0.766089490906391 2 31 "GO:0001662;GO:0002209;GO:0042596" "behavioral defense response" 0.872752237388034
57 0.790463641550949 2 167 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 0.886572383851695
1169 0.00616006967306794 2 42 "GO:0001676" "long-chain fatty acid metabolic process" 0.0286257910834314
-332 0.155590266106106 2 141 "GO:0001701;GO:0043009" "chordate embryonic development" 0.323748781082414
-991 0.0787645741918744 3 24 "GO:0001702" "gastrulation with mouth forming second" 0.200047686778554
338 0.548595843580249 4 24 "GO:0001707;GO:0001704" "formation of primary germ layer" 0.724404443541853
-464 0.218342205505259 2 54 "GO:0001708" "cell fate specification" 0.408217752497064
-16 0.963008624795952 2 63 "GO:0001709" "cell fate determination" 0.981027948915096
-664 0.386115390352652 7 13 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.590204953824768
-134 0.794523533019915 3 29 "GO:0001736;GO:0007164" "establishment of planar polarity" 0.888190302296506
397 0.618420731893687 2 12 "GO:0001737;GO:0042067" "establishment of ommatidial planar polarity" 0.777476935084285
1110 0.108020404524814 2 16 "GO:0001738" "morphogenesis of a polarized epithelium" 0.24938818704401
326 0.345635275439905 6 64 "GO:0001745" "compound eye morphogenesis" 0.55245664281616
539 0.211726172868433 6 41 "GO:0001754;GO:0046530;GO:0001751" "photoreceptor cell differentiation" 0.403439871863
-264 0.684770838087974 4 18 "GO:0001756" "somitogenesis" 0.823814184992746
-358 0.29049991853502 2 67 "GO:0001763;GO:0048754;GO:0061138" "morphogenesis of a branching structure" 0.492298248689393
911 0.025494779301398 2 46 "GO:0001764" "neuron migration" 0.0837384604681101
-112 0.582831232181804 2 186 "GO:0001817" "regulation of cytokine production" 0.747453075110183
104 0.737209938803154 6 80 "GO:0001818" "negative regulation of cytokine production" 0.861006737930468
-188 0.519618095259681 2 90 "GO:0001819" "positive regulation of cytokine production" 0.705463860196099
967 0.00249361066043673 2 75 "GO:0001822" "kidney development" 0.013930170396255
-514 0.456830596763258 2 16 "GO:0001825" "blastocyst formation" 0.651043213450619
185 0.66543503503417 3 42 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 0.809462294475322
287 0.708045938252215 3 13 "GO:0001841;GO:0001838" "embryonic epithelial tube formation" 0.839670091734328
-142 0.800872333127346 4 24 "GO:0001843;GO:0060606" "tube closure" 0.890173239066875
235 0.759151433711108 2 13 "GO:0001881" "receptor recycling" 0.869973843260836
-576 0.339545080576281 2 21 "GO:0001885;GO:0061028" "endothelial cell development" 0.546335693558828
-135 0.688215763545546 3 68 "GO:0001889" "liver development" 0.825699770915721
300 0.527587573953028 2 34 "GO:0001892;GO:0060384;GO:0021610;GO:0021602;GO:0006382;GO:0016553;GO:0021618;GO:0061744;GO:0097049;GO:0044387;GO:0032199" "embryonic placenta development" 0.710430121363661
-338 0.0121061067695474 2 441 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.0481847956575447
-386 0.0148420233953562 3 313 "GO:0001934;GO:0042327;GO:0045937;GO:0010562" "positive regulation of phosphate metabolic process" 0.0561775633821509
1058 0.250472642019434 2 9 "GO:0001935" "endothelial cell proliferation" 0.448238108680909
-1159 0.0239345365079355 3 29 "GO:0001936" "regulation of endothelial cell proliferation" 0.0800985787183228
-981 0.261112978516662 4 10 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.462657005701589
-1028 0.0881395683282362 2 21 "GO:0001938" "positive regulation of endothelial cell proliferation" 0.216534734817209
884 0.364877588593243 3 8 "GO:0001944" "vasculature development" 0.574795838882447
1208 0.00574607617966174 3 40 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.0272791534672678
247 0.572733656308327 2 40 "GO:0001952" "regulation of cell-matrix adhesion" 0.741095336916887
87 0.903224857479126 3 15 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.950256929231636
505 0.562709226437954 3 10 "GO:0001956;GO:0051590" "positive regulation of neurotransmitter secretion" 0.734266917425135
-437 0.324194845678928 6 39 "GO:0001960;GO:0001959;GO:0060761;GO:0060759" "regulation of response to cytokine stimulus" 0.530805098108298
542 0.00124833353883479 3 278 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.00802047091232884
23 0.971355698680889 5 19 "GO:0002011" "morphogenesis of an epithelial sheet" 0.986714053058994
697 0.207098375817486 3 25 "GO:0002027" "regulation of heart rate" 0.398442380030599
1228 0.140292024044294 2 11 "GO:0002063" "chondrocyte development" 0.301384101074306
-174 0.476378198325635 3 130 "GO:0002064" "epithelial cell development" 0.667313266738125
-392 0.515200692089421 4 21 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.703281808337963
-588 0.480219631013953 2 11 "GO:0002066" "columnar/cuboidal epithelial cell development" 0.672163798836861
621 0.455822853766288 2 11 "GO:0002067" "glandular epithelial cell differentiation" 0.650307271373238
-499 0.499187364861559 2 14 "GO:0002082" "regulation of oxidative phosphorylation" 0.689885369619899
422 0.366194525896402 2 35 "GO:0002090" "regulation of receptor internalization" 0.574942566638631
227 0.720500198465204 2 19 "GO:0002092" "positive regulation of receptor internalization" 0.848616237142336
-143 0.803590803185749 2 23 "GO:0002119" "nematode larval development" 0.891383418844798
-202 0.656827469071702 3 37 "GO:0002164" "larval development" 0.805330109721232
-1105 0.0990262986069717 3 17 "GO:0002165" "instar larval or pupal development" 0.235060719048289
408 0.488460202800477 2 22 "GO:0002181" "cytoplasmic translation" 0.680128270365829
406 0.247977195319045 2 62 "GO:0002218;GO:0002758" "activation of innate immune response" 0.44507906927586
-180 0.775981536841092 4 19 "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" 0.878982343441335
994 0.0333496492328902 5 35 "GO:0002221" "pattern recognition receptor signaling pathway" 0.103779333518904
157 0.83716593288005 3 13 "GO:0002223;GO:1990858;GO:1990840" "stimulatory C-type lectin receptor signaling pathway" 0.91057099832444
541 0.463529056648424 2 14 "GO:0002224" "toll-like receptor signaling pathway" 0.657256796939814
651 0.212698813477376 3 28 "GO:0002225;GO:0002760;GO:0002784;GO:0002922" "regulation of antimicrobial peptide production" 0.403946032984819
-2031 0.00243233225403421 2 17 "GO:0002230;GO:0050691" "regulation of defense response to virus by host" 0.0136978711148242
-245 0.544042304860102 2 47 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.721069886670226
30 0.965322234594887 2 16 "GO:0002250" "adaptive immune response" 0.982989186179713
1436 0.0517606181405919 2 14 "GO:0002251" "organ or tissue specific immune response" 0.14472164790666
215 0.388110167846025 2 124 "GO:0002252" "immune effector process" 0.590657815616872
-123 0.679936237005377 5 87 "GO:0002253;GO:0002757;GO:0002764" "activation of immune response" 0.819461756189506
-39 0.956277974259111 2 15 "GO:0002274" "myeloid leukocyte activation" 0.978795189252703
-1804 0.000440321132050628 4 29 "GO:0002285;GO:0002366;GO:0002263" "cell activation involved in immune response" 0.00343292913688048
-605 0.166677033437749 2 40 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.339454983179954
-553 0.526624415326083 4 10 "GO:0002433" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 0.710430121363661
929 0.287574611670317 3 10 "GO:0002437" "inflammatory response to antigenic stimulus" 0.489616015707969
257 0.780169626612891 3 9 "GO:0002443" "leukocyte mediated immunity" 0.880857102774782
149 0.800714509567867 2 22 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.890173239066875
-526 0.141320362857256 4 60 "GO:0002521;GO:0030098;GO:1903131" "leukocyte differentiation" 0.302927944870281
-883 0.17519503264509 5 18 "GO:0002573" "myeloid leukocyte differentiation" 0.353183029578725
1681 0.0282181071946539 2 13 "GO:0002576" "platelet degranulation" 0.0904409841192709
-1612 0.0161197561680735 2 17 "GO:0002639;GO:0045191;GO:0002637;GO:0002889;GO:0002712" "regulation of immunoglobulin production" 0.0596345234834847
35 0.881129658167394 2 144 "GO:0002683" "negative regulation of immune system process" 0.937433812740053
-76 0.657856220717429 2 265 "GO:0002684" "positive regulation of immune system process" 0.806138541524559
429 0.282721313767333 5 48 "GO:0002687;GO:0002685" "regulation of leukocyte migration" 0.483721214576089
648 0.223144978505902 4 27 "GO:0002690;GO:0002688" "regulation of leukocyte chemotaxis" 0.415243699132722
-468 0.43803106536226 2 21 "GO:0002698" "negative regulation of immune effector process" 0.636678382360401
19 0.945213054354677 2 105 "GO:0002699;GO:0002697" "regulation of immune effector process" 0.973558947506372
1 0.997588511169019 3 64 "GO:0002702;GO:0002700" "regulation of production of molecular mediator of immune response" 0.997977916687445
-798 0.0924656239422943 2 34 "GO:0002703" "regulation of leukocyte mediated immunity" 0.223543920519554
-1051 0.0440930102757154 4 28 "GO:0002708;GO:0002705;GO:0002706" "regulation of lymphocyte mediated immunity" 0.1277778693615
534 0.387551761020258 5 20 "GO:0002718;GO:0002720" "regulation of cytokine production involved in immune response" 0.590657815616872
381 0.408503810423591 2 36 "GO:0002759;GO:0002920" "regulation of humoral immune response" 0.609168251302819
293 0.472081812842378 2 46 "GO:0002761" "regulation of myeloid leukocyte differentiation" 0.663969465787409
-490 0.45156709474467 2 18 "GO:0002762" "negative regulation of myeloid leukocyte differentiation" 0.646556694585523
1398 0.0204010984502217 4 21 "GO:0002763" "positive regulation of myeloid leukocyte differentiation" 0.0708562495487101
1731 0.0376238489402181 2 11 "GO:0002790;GO:0015833" "peptide transport" 0.113432303275592
1443 0.0227801809008939 7 19 "GO:0002807;GO:0002805;GO:0006963;GO:0002808;GO:0002803;GO:0002786;GO:1900426" "positive regulation of defense response to bacterium" 0.0771917944778159
-1013 0.0190059176793137 6 41 "GO:0002822;GO:0002819" "regulation of adaptive immune response" 0.0672703091397592
-750 0.166413849005629 3 26 "GO:0002824;GO:0002821" "positive regulation of adaptive immune response" 0.339452051078626
159 0.828999926720043 2 14 "GO:0002828" "regulation of type 2 immune response" 0.905941111753235
-507 0.152903001928323 2 61 "GO:0002832" "negative regulation of response to biotic stimulus" 0.319840705720043
421 0.0773134161435243 2 136 "GO:0002833;GO:0031349" "positive regulation of defense response" 0.19750773527207
1651 0.0473004296518855 3 11 "GO:0002862;GO:0002861" "regulation of inflammatory response to antigenic stimulus" 0.135102459231566
79 0.921495338075486 3 12 "GO:0002931" "response to ischemia" 0.959588528232854
-231 0.663981105735184 3 27 "GO:0003007" "heart morphogenesis" 0.809108820041735
1631 3.50964391170115e-06 2 62 "GO:0003013" "circulatory system process" 5.743429036678e-05
2472 4.2092466011419e-07 3 32 "GO:0003014" "renal system process" 8.54753579881516e-06
1962 2.68209998143659e-05 4 35 "GO:0003018" "vascular process in circulatory system" 0.000336108204880928
2437 0.00223060659937981 2 12 "GO:0003094;GO:0097205" "glomerular filtration" 0.0127949434215972
616 0.439916081119465 2 12 "GO:0003148" "outflow tract septum morphogenesis" 0.637420071705391
769 0.37835523711063 2 10 "GO:0003151" "outflow tract morphogenesis" 0.584769038689874
538 0.537460763273133 2 10 "GO:0003170" "heart valve development" 0.717517163192232
621 0.368106062777743 2 16 "GO:0003179" "heart valve morphogenesis" 0.576292102784289
199 0.741585594705025 2 21 "GO:0003254" "regulation of membrane depolarization" 0.862394023396683
34 0.954452589424592 3 21 "GO:0003279" "cardiac septum development" 0.978736672746239
1741 1.35971436151268e-06 3 59 "GO:0003333" "amino acid transmembrane transport" 2.50511612829687e-05
1029 0.0530566187591743 3 27 "GO:0003341" "cilium movement" 0.147456057330692
311 0.642725445218264 2 17 "GO:0003351;GO:0006858" "extracellular transport" 0.798265215795729
62 0.937967339471696 3 12 "GO:0003382" "epithelial cell morphogenesis" 0.969325831504554
-197 0.821261823946446 3 10 "GO:0003383" "apical constriction" 0.901637882485798
-1766 0.0167208545600647 4 14 "GO:0003401" "axis elongation" 0.0614496927161162
735 1.63842734607836e-05 2 269 "GO:0005975" "carbohydrate metabolic process" 0.000221267227028641
488 0.303822185897201 3 34 "GO:0005976" "polysaccharide metabolic process" 0.507342929871556
6 0.992654437699081 2 20 "GO:0005977;GO:0006112;GO:0044042" "energy reserve metabolic process" 0.996954745732434
-872 0.343318863897404 4 9 "GO:0005978;GO:0009250" "glycogen biosynthetic process" 0.550180345254941
-1080 0.194687312338923 7 11 "GO:0005979;GO:0010962" "regulation of glucan biosynthetic process" 0.38196058034336
-123 0.849839400948759 5 18 "GO:0006000" "fructose metabolic process" 0.918050677769337
591 0.0744666815786191 2 70 "GO:0006006" "glucose metabolic process" 0.191643208280961
2510 0.00637744762617315 5 9 "GO:0006012" "galactose metabolic process" 0.0294229839071537
-724 0.266008600384558 2 18 "GO:0006020" "inositol metabolic process" 0.468467479496032
1426 7.20175240756913e-06 2 76 "GO:0006022" "aminoglycan metabolic process" 0.000111307084432541
1149 0.0153657244054005 4 34 "GO:0006023" "aminoglycan biosynthetic process" 0.0574562436771831
909 0.106849718963156 2 24 "GO:0006024" "glycosaminoglycan biosynthetic process" 0.247919865017098
1599 0.000255590036299854 2 40 "GO:0006026" "aminoglycan catabolic process" 0.0021612507020857
2293 0.00588726523029022 3 11 "GO:0006027" "glycosaminoglycan catabolic process" 0.0278543739297064
1389 0.00149282479538506 3 40 "GO:0006032;GO:0006030;GO:1901072;GO:0046348" "chitin metabolic process" 0.00924952913309852
-715 0.350321114246391 6 13 "GO:0006044" "N-acetylglucosamine metabolic process" 0.557142129382217
534 0.387239942017328 5 20 "GO:0006071;GO:0019400" "alditol metabolic process" 0.590625832616341
1729 0.000756018653156883 2 29 "GO:0006081" "cellular aldehyde metabolic process" 0.00532466808375303
847 0.0739877917446636 2 34 "GO:0006084" "acetyl-CoA metabolic process" 0.191216397569043
405 0.55742246663681 3 16 "GO:0006085" "acetyl-CoA biosynthetic process" 0.731830723069186
1458 0.00330605797463332 3 31 "GO:0006090" "pyruvate metabolic process" 0.0176196423092527
1424 6.74976593648328e-09 2 128 "GO:0006091" "generation of precursor metabolites and energy" 2.34723110441206e-07
879 0.135418558890206 3 22 "GO:0006094;GO:0019319;GO:0046364" "monosaccharide biosynthetic process" 0.29295056829903
1983 0.0010039083892679 2 21 "GO:0006096" "glycolytic process" 0.00674607038392101
2053 0.00015145996891268 2 26 "GO:0006103;GO:0009068" "2-oxoglutarate metabolic process" 0.00141396521313784
3195 0.0002534716090818 2 10 "GO:0006108" "malate metabolic process" 0.00215644653353385
-624 0.0134794100260887 2 121 "GO:0006109" "regulation of carbohydrate metabolic process" 0.0526681442311499
-867 0.0354480992026688 2 45 "GO:0006110;GO:0043470" "regulation of carbohydrate catabolic process" 0.108848357595833
-648 0.06118483033562 5 64 "GO:0006111;GO:0043255" "regulation of carbohydrate biosynthetic process" 0.164778507254303
2398 0.000772970842994827 7 15 "GO:0006120" "mitochondrial electron transport, NADH to ubiquinone" 0.00543031536669598
1548 0.0102469801613957 3 21 "GO:0006144" "purine nucleobase metabolic process" 0.0427966517459255
866 8.35190392344018e-09 2 350 "GO:0006163;GO:0009117;GO:0072521;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 2.73352902529536e-07
811 0.000111514671097513 3 176 "GO:0006164;GO:0009165;GO:0072522;GO:1901293" "nucleoside phosphate biosynthetic process" 0.00108473361885763
1890 0.00804039303223894 -1 15 "GO:0006165" "obsolete nucleoside diphosphate phosphorylation" 0.0351151858959007
790 0.342578724195435 3 11 "GO:0006167" "AMP biosynthetic process" 0.549627457157843
1322 0.0485204473741384 5 17 "GO:0006172;GO:0009180;GO:0046031;GO:0009136;GO:0009188;GO:0009133" "nucleoside diphosphate biosynthetic process" 0.137879350965121
-277 0.763804911090704 8 9 "GO:0006183" "GTP biosynthetic process" 0.871219869886978
1004 0.0590610488800116 2 27 "GO:0006195" "purine nucleotide catabolic process" 0.160182318897877
892 0.196517961703268 3 16 "GO:0006206" "pyrimidine nucleobase metabolic process" 0.385009133421473
-138 0.764749519672028 6 36 "GO:0006221;GO:0006220;GO:0072528" "pyrimidine nucleotide metabolic process" 0.871660042719162
-98 0.883450721519053 6 17 "GO:0006241;GO:0009209;GO:0046036;GO:0009148;GO:0009208;GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 0.9391516649851
-1473 5.31801992162925e-12 2 170 "GO:0006260" "DNA replication" 3.99857605999259e-10
-1658 5.05196997891476e-06 2 58 "GO:0006261" "DNA-templated DNA replication" 8.03118884648049e-05
-1150 0.0250658332259709 2 29 "GO:0006264;GO:0032042" "mitochondrial DNA metabolic process" 0.0825244355439657
-946 0.0492179457753029 2 33 "GO:0006268" "DNA unwinding involved in DNA replication" 0.139027437032196
-1600 0.00105579523150023 2 32 "GO:0006270" "DNA replication initiation" 0.0069933865096039
-1091 0.00316970041480716 2 56 "GO:0006275" "regulation of DNA replication" 0.0169987403579053
-1483 7.85239047403614e-28 2 434 "GO:0006281" "DNA repair" 3.64089171646142e-25
-2117 4.61893355915724e-12 4 82 "GO:0006282" "regulation of DNA repair" 3.56940921154873e-10
-2185 0.00040381219547604 2 20 "GO:0006283" "transcription-coupled nucleotide-excision repair" 0.00318245192015395
-838 0.0816310916371792 3 33 "GO:0006284" "base-excision repair" 0.205146971033995
-357 0.654339570297277 2 12 "GO:0006285" "base-excision repair, AP site formation" 0.805330109721232
-2345 0.000463932678035555 2 17 "GO:0006287" "base-excision repair, gap-filling" 0.00359515518187998
-2174 4.15775742660697e-09 2 56 "GO:0006289" "nucleotide-excision repair" 1.60651127233619e-07
-2220 0.000921717928405924 2 17 "GO:0006290" "pyrimidine dimer repair" 0.00630029306345278
-2110 0.00811492560900256 2 12 "GO:0006297" "nucleotide-excision repair, DNA gap filling" 0.0353851458373748
-1287 0.0289385322237416 3 22 "GO:0006298" "mismatch repair" 0.0924305357594135
-1363 5.32131204180005e-14 3 238 "GO:0006302;GO:0006310" "DNA recombination" 5.48292225936583e-12
-2591 4.88725667434458e-09 2 39 "GO:0006303" "double-strand break repair via nonhomologous end joining" 1.82954588061344e-07
-1380 0.000628963745750869 2 47 "GO:0006304" "DNA modification" 0.00461682622870427
-1534 0.00464219589919306 2 26 "GO:0006306;GO:0006305" "DNA methylation" 0.0229796957145108
-775 0.37495145198371 3 10 "GO:0006308" "DNA catabolic process" 0.583071514487804
-1519 0.0818554216560717 2 10 "GO:0006312" "mitotic recombination" 0.205525074952339
-1061 8.22807924923666e-13 6 360 "GO:0006325;GO:0071824" "protein-DNA complex organization" 7.63017215712546e-11
-760 0.0348849981556985 3 59 "GO:0006334;GO:0034728" "nucleosome organization" 0.107713723495176
-653 0.412775342678458 2 12 "GO:0006335" "DNA replication-dependent chromatin assembly" 0.612775348629386
-600 0.385134998421448 4 16 "GO:0006337;GO:0032986" "protein-DNA complex disassembly" 0.590003064762372
-930 5.47853823403958e-07 2 226 "GO:0006338" "chromatin remodeling" 1.08477016024722e-05
-1853 0.00441882841495323 -1 18 "GO:0006349" "obsolete regulation of gene expression by genomic imprinting" 0.022110037141007
-1750 0.00011794915150543 2 37 "GO:0006352" "DNA-templated transcription initiation" 0.00113806287925192
-439 0.538577350215943 4 15 "GO:0006353" "DNA-templated transcription termination" 0.717587254933311
-2636 0.000942979641529841 2 12 "GO:0006354" "DNA-templated transcription elongation" 0.00641410602135946
-1150 0.0413796364384459 2 24 "GO:0006356" "regulation of transcription by RNA polymerase I" 0.121304687641472
-1212 0.100518767718112 8 14 "GO:0006359" "regulation of transcription by RNA polymerase III" 0.236985772704905
-2245 4.47028421289454e-11 3 66 "GO:0006366" "transcription by RNA polymerase II" 2.70355014788535e-09
-1539 0.0370804873828403 5 14 "GO:0006367" "transcription initiation at RNA polymerase II promoter" 0.112372457406385
-780 0.0742722511493995 2 40 "GO:0006376" "mRNA splice site recognition" 0.19149058001542
-1814 0.000103306316147176 2 35 "GO:0006378" "mRNA polyadenylation" 0.00103010097319514
-2396 0.000778494016350308 3 15 "GO:0006383" "transcription by RNA polymerase III" 0.00545534094077218
-2170 1.31946830004239e-14 2 97 "GO:0006399" "tRNA metabolic process" 1.66852764123542e-12
-2034 7.39851853841539e-05 2 29 "GO:0006400" "tRNA modification" 0.000791641483610447
-1559 1.31656942186398e-07 5 88 "GO:0006406;GO:0006405" "RNA export from nucleus" 3.02702159638479e-06
-1311 0.0869345628581331 3 13 "GO:0006413" "translational initiation" 0.21497951455229
-1001 0.0891502053949715 2 22 "GO:0006414" "translational elongation" 0.218390519859944
-812 8.78398065928588e-09 6 399 "GO:0006417;GO:0010608;GO:0034248" "regulation of amide metabolic process" 2.84151560396899e-07
-1586 0.000688681756236945 3 35 "GO:0006418;GO:0043039;GO:0043038" "amino acid activation" 0.0049379191903381
