"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-457 0.562371111666833 3 13 "GO:0000272" "polysaccharide catabolic process" 0.745640982753
-983 7.41482166195256e-05 2 133 "GO:0000278" "mitotic cell cycle" 0.00158800763926817
-1333 8.86597636450599e-07 2 111 "GO:0000281;GO:0061640;GO:0000910" "cytoskeleton-dependent cytokinesis" 3.43344043595321e-05
-1191 0.0842710986397947 4 17 "GO:0000288" "nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay" 0.239689143872537
-1267 0.0412162784169445 2 21 "GO:0000289" "nuclear-transcribed mRNA poly(A) tail shortening" 0.1542992180405
-730 0.190975957240789 2 26 "GO:0000291;GO:0043928" "nuclear-transcribed mRNA catabolic process, exonucleolytic" 0.393792145236842
-29 0.924653240275546 2 84 "GO:0000302;GO:0034614" "response to reactive oxygen species" 0.96442083838112
-444 0.417080744576094 2 27 "GO:0000380" "alternative mRNA splicing, via spliceosome" 0.634941984338513
-174 0.495839225574017 2 125 "GO:0000381" "regulation of alternative mRNA splicing, via spliceosome" 0.698076439590511
-23 0.895893364040685 8 279 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 0.947863226101428
-971 0.280304914312522 4 10 "GO:0000413" "protein peptidyl-prolyl isomerization" 0.501532906811076
144 0.757868294367541 4 37 "GO:0000422" "autophagy of mitochondrion" 0.870224885530885
1212 0.139852408269971 2 12 "GO:0000423" "mitophagy" 0.326388048563603
1601 0.00988376339712958 3 21 "GO:0000460" "maturation of 5.8S rRNA" 0.0611409171196615
350 0.670202218935017 8 12 "GO:0000467;GO:0031125;GO:0071035;GO:0071046;GO:0043634;GO:0071029;GO:0043633" "nuclear polyadenylation-dependent ncRNA catabolic process" 0.816996911817424
2074 0.00636558892613869 3 14 "GO:0000470" "maturation of LSU-rRNA" 0.0455582782131496
1006 0.113738948466404 3 20 "GO:0000479" "endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.288118286124126
476 0.561588962696985 4 12 "GO:0000480" "endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.745630637617161
-1298 0.0678433445796033 2 16 "GO:0000578" "embryonic axis specification" 0.211458803888135
-928 0.0651778112169743 5 32 "GO:0000723;GO:0032200" "telomere organization" 0.206566897208953
-663 0.0190661721837921 2 102 "GO:0000724;GO:0000725" "double-strand break repair via homologous recombination" 0.0954847575859098
-2056 0.00510600121017786 2 15 "GO:0000727" "double-strand break repair via break-induced replication" 0.0389074539654254
-325 0.270023813493482 3 94 "GO:0000902" "cell morphogenesis" 0.489331615862868
-1719 0.000939970567922411 4 30 "GO:0000915;GO:0000912;GO:0044837" "assembly of actomyosin apparatus involved in cytokinesis" 0.012653794264365
-491 0.0161156194692114 7 198 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 0.0851042244109275
342 0.442293752271345 5 41 "GO:0000959" "mitochondrial RNA metabolic process" 0.65808654614268
197 0.818001699670674 2 11 "GO:0001178" "regulation of transcriptional start site selection at RNA polymerase II promoter" 0.904022988650897
258 0.650015266953734 2 25 "GO:0001501" "skeletal system development" 0.805246090731106
168 0.73460583144964 2 33 "GO:0001503" "ossification" 0.855859851011566
1350 0.0106474585591412 2 29 "GO:0001504" "neurotransmitter uptake" 0.0644547437830668
2346 4.6625804523059e-08 2 44 "GO:0001508" "action potential" 2.58453234091545e-06
307 0.475210000017785 3 44 "GO:0001510" "RNA methylation" 0.684021726094846
525 0.433604561925903 2 18 "GO:0001522" "pseudouridine synthesis" 0.650636993930216
772 0.368049600656262 2 11 "GO:0001523;GO:0016101" "retinoid metabolic process" 0.593572740880394
1031 0.000176562646866997 3 108 "GO:0001525" "angiogenesis" 0.0033499503536443
146 0.774695611915341 2 31 "GO:0001541" "ovarian follicle development" 0.881124973869412
-226 0.254131007971859 2 210 "GO:0001558" "regulation of cell growth" 0.469868122653005
-307 0.49053507003444 2 41 "GO:0001568" "blood vessel development" 0.69615594527478
-157 0.836509631530577 2 14 "GO:0001570" "vasculogenesis" 0.915899560576358
60 0.91589661180954 2 25 "GO:0001578" "microtubule bundle formation" 0.959332983173609
-246 0.641678363106924 3 29 "GO:0001649" "osteoblast differentiation" 0.800187354434616
12 0.960221412991331 4 150 "GO:0001654;GO:0007423" "sensory organ development" 0.981765432572829
-355 0.692769367967891 5 10 "GO:0001658" "branching involved in ureteric bud morphogenesis" 0.831939233144743
668 0.164894265685752 2 35 "GO:0001662;GO:0002209;GO:0042596" "behavioral defense response" 0.363277558867664
-219 0.317083415887389 2 171 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 0.54032237294373
1261 6.21154290420122e-12 4 246 "GO:0001667;GO:0010631" "ameboidal-type cell migration" 6.27143992506316e-10
702 0.110377891417032 6 42 "GO:0001676" "long-chain fatty acid metabolic process" 0.282132277609358
150 0.533428085110428 4 142 "GO:0001701;GO:0043009" "chordate embryonic development" 0.726397493548738
-1936 0.000856479910671188 5 24 "GO:0001702" "gastrulation with mouth forming second" 0.0116407149397473
-913 0.108666856108015 2 25 "GO:0001707;GO:0001704" "formation of primary germ layer" 0.278514235917823
-466 0.209271808556913 2 59 "GO:0001708" "cell fate specification" 0.41545744577977
-199 0.558574094844674 2 70 "GO:0001709" "cell fate determination" 0.74485328590844
1104 0.161385842365027 2 13 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.360263500761474
288 0.580009303316415 4 30 "GO:0001736;GO:0007164" "establishment of planar polarity" 0.75946563245739
-126 0.878208867143303 2 12 "GO:0001737;GO:0042067" "establishment of ommatidial planar polarity" 0.935807187114255
133 0.852024395340221 5 16 "GO:0001738" "morphogenesis of a polarized epithelium" 0.922509753208275
-283 0.423012952792841 4 65 "GO:0001745" "compound eye morphogenesis" 0.640180737443984
-204 0.631236798516485 3 45 "GO:0001754;GO:0046530;GO:0001751" "photoreceptor cell differentiation" 0.793157866824721
-1647 0.0116239094906972 2 19 "GO:0001756" "somitogenesis" 0.0678941986161177
-559 0.0916622850403564 2 74 "GO:0001763;GO:0048754;GO:0061138" "morphogenesis of a branching structure" 0.253055937313562
-356 0.386317643415732 2 48 "GO:0001764" "neuron migration" 0.608499605512651
-163 0.424453711175065 3 198 "GO:0001817" "regulation of cytokine production" 0.641614983265562
184 0.548272000121562 6 87 "GO:0001818" "negative regulation of cytokine production" 0.736675353775502
-187 0.521282041046804 6 96 "GO:0001819" "positive regulation of cytokine production" 0.718759603697825
-45 0.887137682834453 3 80 "GO:0001822" "kidney development" 0.941478440455115
-1474 0.0381941681027406 2 16 "GO:0001825" "blastocyst formation" 0.147104786412054
-2154 0.0166035336546772 2 10 "GO:0001835;GO:0035188" "blastocyst hatching" 0.0870838397806539
-283 0.513982813698067 4 43 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 0.711571701432143
1304 0.0666583710012051 6 16 "GO:0001841;GO:0001838" "embryonic epithelial tube formation" 0.208931883398206
-213 0.70811545872225 4 25 "GO:0001843;GO:0060606" "tube closure" 0.841110252860421
282 0.720924062013078 2 13 "GO:0001881" "receptor recycling" 0.847837631760385
-463 0.44494914600529 4 22 "GO:0001885;GO:0061028" "endothelial cell development" 0.659118913839874
-623 0.0693908953324015 2 69 "GO:0001889" "liver development" 0.213923730757578
-1730 0.0282926520266745 2 13 "GO:0001892" "embryonic placenta development" 0.121106061120721
-132 0.332028797595179 7 457 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.555652157644881
90 0.576268907694076 3 324 "GO:0001934;GO:0042327;GO:0045937;GO:0010562" "positive regulation of phosphate metabolic process" 0.755901625123643
368 0.682608558789557 2 10 "GO:0001935" "endothelial cell proliferation" 0.825731448736875
-1288 0.0131648291559521 2 30 "GO:0001936" "regulation of endothelial cell proliferation" 0.0740539799843254
-1218 0.155413540654938 2 11 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.351764675285436
-1420 0.0221662373835924 2 21 "GO:0001938" "positive regulation of endothelial cell proliferation" 0.102727791940026
1359 0.130709402535053 3 10 "GO:0001941" "postsynaptic membrane organization" 0.312618850225546
1972 0.0497921350146597 2 8 "GO:0001944" "vasculature development" 0.175295598613254
292 0.506177665985904 3 42 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.706200268279148
201 0.646709522407936 2 42 "GO:0001952" "regulation of cell-matrix adhesion" 0.80263872859468
-529 0.471039411392762 4 15 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.679402253064968
9 0.991232834230475 3 11 "GO:0001956;GO:0051590" "positive regulation of neurotransmitter secretion" 0.996461072263499
-964 0.0322004873544871 3 40 "GO:0001960;GO:0001959;GO:0060761;GO:0060759" "regulation of response to cytokine stimulus" 0.131357543652431
-18 0.917171006935922 4 289 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.959973017210941
-818 0.198285109530265 5 20 "GO:0002011" "morphogenesis of an epithelial sheet" 0.403274823483496
741 0.184150257873214 2 26 "GO:0002027" "regulation of heart rate" 0.386196423596125
-313 0.715150683735993 3 11 "GO:0002063" "chondrocyte development" 0.845877232871097
-392 0.112530544774961 3 134 "GO:0002064" "epithelial cell development" 0.286273622484026
-1455 0.0141704771681926 2 23 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.0779376244250593
-823 0.316278436646949 5 12 "GO:0002067" "glandular epithelial cell differentiation" 0.53927571797402
-483 0.52525291448134 4 14 "GO:0002082" "regulation of oxidative phosphorylation" 0.719961777298772
526 0.44531911051792 3 17 "GO:0002087;GO:0044065;GO:0043576" "regulation of respiratory gaseous exchange" 0.659118913839874
653 0.181322620848405 5 34 "GO:0002090" "regulation of receptor internalization" 0.382854695762283
-131 0.844627747436257 2 18 "GO:0002092" "positive regulation of receptor internalization" 0.920589255292133
720 0.21519489953972 3 24 "GO:0002119" "nematode larval development" 0.423057010430312
316 0.493495964177171 2 38 "GO:0002164" "larval development" 0.69696232716043
-1043 0.119592198361786 3 18 "GO:0002165" "instar larval or pupal development" 0.295272615518576
732 0.227218249990378 5 22 "GO:0002181" "cytoplasmic translation" 0.436673006609652
140 0.695144863500606 3 64 "GO:0002218;GO:0002758" "activation of innate immune response" 0.832873858702853
-478 0.452531063744539 7 20 "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" 0.664574190756266
506 0.286661134939724 4 36 "GO:0002221" "pattern recognition receptor signaling pathway" 0.509359540210308
-1145 0.146475837075347 4 13 "GO:0002223;GO:1990858;GO:1990840" "stimulatory C-type lectin receptor signaling pathway" 0.336728734019234
-583 0.442723008903844 6 14 "GO:0002224" "toll-like receptor signaling pathway" 0.658378719711292
1369 0.0096051486909219 3 29 "GO:0002225;GO:0002784;GO:0002760;GO:0002922" "regulation of antimicrobial peptide production" 0.059799942918074
510 0.459348200314987 4 17 "GO:0002230;GO:0050691" "regulation of defense response to virus by host" 0.66936977437653
-157 0.6968437627744 3 50 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.833323738309318
-489 0.453553075634916 2 19 "GO:0002250" "adaptive immune response" 0.665729254838997
-328 0.666517373293109 2 14 "GO:0002251" "organ or tissue specific immune response" 0.81533734932913
7 0.977784704122672 2 126 "GO:0002252" "immune effector process" 0.99086990113963
-7 0.981419372330537 3 89 "GO:0002253;GO:0002757;GO:0002764" "activation of immune response" 0.992655658525377
-684 0.351415671945829 2 15 "GO:0002274" "myeloid leukocyte activation" 0.57624832052834
-512 0.332369224824016 5 29 "GO:0002312;GO:0002285;GO:0002366;GO:0002263" "cell activation involved in immune response" 0.555652157644881
-392 0.377716864654574 5 41 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.601764833296289
-1151 0.20056617770423 2 10 "GO:0002433" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 0.405579817145821
-375 0.661855405070884 3 11 "GO:0002437" "inflammatory response to antigenic stimulus" 0.813155333040136
774 0.414331771003708 3 9 "GO:0002443" "leukocyte mediated immunity" 0.632801683753367
-851 0.160773731639589 4 22 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.360148446390743
-679 0.0628478919691807 3 61 "GO:0002521;GO:0030098;GO:1903131" "leukocyte differentiation" 0.201898852950993
-534 0.425941279862654 2 18 "GO:0002573" "myeloid leukocyte differentiation" 0.642665389412391
1513 0.0550030095193767 3 13 "GO:0002576" "platelet degranulation" 0.187059342823223
-544 0.429938438489915 2 17 "GO:0002639;GO:0045191;GO:0002637;GO:0002889;GO:0002712" "regulation of immunoglobulin production" 0.64685256285843
52 0.821447699284505 4 153 "GO:0002683" "negative regulation of immune system process" 0.906060337837415
-186 0.288918247123983 4 271 "GO:0002684" "positive regulation of immune system process" 0.511441380475579
-508 0.207457864572011 3 50 "GO:0002685" "regulation of leukocyte migration" 0.413307528643464
-1274 0.007238279670489 2 36 "GO:0002690;GO:0002687;GO:0002688" "positive regulation of leukocyte migration" 0.0490710230898619
-657 0.267999836005079 2 23 "GO:0002698" "negative regulation of immune effector process" 0.486912298448816
-59 0.830558235861032 2 107 "GO:0002699;GO:0002697" "regulation of immune effector process" 0.911840051564713
166 0.63827220754414 3 65 "GO:0002702;GO:0002700" "regulation of production of molecular mediator of immune response" 0.79805745355882
-1192 0.0161748784924237 2 33 "GO:0002703" "regulation of leukocyte mediated immunity" 0.0851515484135602
-1250 0.0224915650052373 2 27 "GO:0002708;GO:0002705;GO:0002706" "regulation of lymphocyte mediated immunity" 0.103894859917983
-1000 0.115804822356154 6 20 "GO:0002718;GO:0002720" "regulation of cytokine production involved in immune response" 0.289973634013151
1134 0.0141193179357019 3 38 "GO:0002759;GO:0002920" "regulation of humoral immune response" 0.0779376244250593
-1003 0.0147173286960675 5 48 "GO:0002761" "regulation of myeloid leukocyte differentiation" 0.0803202475362603
-494 0.437275176418003 2 20 "GO:0002762" "negative regulation of myeloid leukocyte differentiation" 0.65302531628827
-1449 0.0195988246735883 2 21 "GO:0002763" "positive regulation of myeloid leukocyte differentiation" 0.0968634219444653
2194 0.000773454080946488 5 19 "GO:0002807;GO:0002805;GO:0006963;GO:0002808;GO:0002786;GO:0002803;GO:1900426" "positive regulation of defense response to bacterium" 0.0106661204235889
-847 0.0600743131620194 2 40 "GO:0002822;GO:0002819" "regulation of adaptive immune response" 0.195656778005794
-869 0.126907325052494 7 25 "GO:0002824;GO:0002821" "positive regulation of adaptive immune response" 0.306900776666724
-659 0.0604444378225926 2 66 "GO:0002832" "negative regulation of response to biotic stimulus" 0.196409684740769
429 0.0764213362896121 3 140 "GO:0002833;GO:0031349" "positive regulation of defense response" 0.227653443298981
1777 0.0381469063677459 3 11 "GO:0002862;GO:0002861" "regulation of inflammatory response to antigenic stimulus" 0.147104786412054
99 0.903919478468096 3 12 "GO:0002931" "response to ischemia" 0.952322300324342
1763 0.00104767387814557 2 28 "GO:0003007" "heart morphogenesis" 0.0135861195115483
1131 0.00150737821064897 3 64 "GO:0003013" "circulatory system process" 0.0174232961876442
1118 0.024077368416472 3 33 "GO:0003014" "renal system process" 0.10943202654882
1072 0.0238420858047862 2 36 "GO:0003018" "vascular process in circulatory system" 0.109064039757493
1214 0.123728383431091 2 13 "GO:0003094;GO:0097205" "glomerular filtration" 0.30205538856623
837 0.288323006046632 4 13 "GO:0003148" "outflow tract septum morphogenesis" 0.511378904337252
-419 0.641596192126021 3 10 "GO:0003151" "outflow tract morphogenesis" 0.800187354434616
-275 0.727367693518816 2 13 "GO:0003170" "heart valve development" 0.851809639427379
562 0.389045001604283 3 19 "GO:0003179" "heart valve morphogenesis" 0.610034746318345
1938 0.0010889628562384 4 23 "GO:0003254" "regulation of membrane depolarization" 0.013929855179122
-892 0.132668653234788 2 23 "GO:0003279" "cardiac septum development" 0.315968224679651
748 0.0455170494142194 5 58 "GO:0003333" "amino acid transmembrane transport" 0.163919361393628
900 0.0941340439659202 4 28 "GO:0003341" "cilium movement" 0.258302996128294
661 0.323873303605196 4 18 "GO:0003351;GO:0006858" "extracellular transport" 0.548585877346848
-1340 0.102471858619048 4 12 "GO:0003382" "epithelial cell morphogenesis" 0.269728067333379
-796 0.376092502785181 2 10 "GO:0003383" "apical constriction" 0.600472977438895
-2381 0.00173277588632327 3 14 "GO:0003401" "axis elongation" 0.0192100291397486
124 0.477297939468921 2 275 "GO:0005975" "carbohydrate metabolic process" 0.685630729105
-749 0.119804927959111 4 35 "GO:0005976" "polysaccharide metabolic process" 0.295282067428428
-921 0.147547460642782 3 20 "GO:0005977;GO:0006112;GO:0044042" "energy reserve metabolic process" 0.33833094520477
-1453 0.125331422060252 7 9 "GO:0005978;GO:0009250" "glycogen biosynthetic process" 0.304391692581042
-448 0.60110161865824 3 11 "GO:0005979;GO:0010962" "regulation of glycogen biosynthetic process" 0.776651862864189
-1902 0.00454975827294152 2 18 "GO:0006000" "fructose metabolic process" 0.0365672097246011
-24 0.942872582588114 3 72 "GO:0006006" "glucose metabolic process" 0.972822112234661
1567 0.0982931325038625 3 9 "GO:0006012" "galactose metabolic process" 0.263042890340911
-278 0.669984031447729 2 19 "GO:0006020" "inositol metabolic process" 0.816996911817424
-233 0.457082311651352 2 83 "GO:0006022" "aminoglycan metabolic process" 0.668134278716842
-184 0.702234425285375 6 35 "GO:0006024;GO:0006023" "aminoglycan biosynthetic process" 0.837290898473958
620 0.469520556822162 2 11 "GO:0006027" "glycosaminoglycan catabolic process" 0.677903275861211
296 0.436598685236938 2 56 "GO:0006032;GO:0006026;GO:0006030;GO:1901072;GO:0046348" "aminoglycan catabolic process" 0.652359663406355
149 0.845046877329044 2 14 "GO:0006044" "N-acetylglucosamine metabolic process" 0.920589255292133
-403 0.526807024508332 2 20 "GO:0006071;GO:0019400" "alditol metabolic process" 0.719993157451997
-138 0.793513348923729 2 29 "GO:0006081" "cellular aldehyde metabolic process" 0.891067456283463
-818 0.093623070383452 2 34 "GO:0006084" "acetyl-CoA metabolic process" 0.257213236126354
-250 0.724652225164351 4 16 "GO:0006085" "acetyl-CoA biosynthetic process" 0.849685541492999
338 0.508159355035019 3 31 "GO:0006090" "pyruvate metabolic process" 0.706623953115592
385 0.124656735584333 2 130 "GO:0006091" "generation of precursor metabolites and energy" 0.303797061635267
-530 0.382539237099089 3 22 "GO:0006094;GO:0019319;GO:0046364" "monosaccharide biosynthetic process" 0.606117443349048
208 0.737226278106716 3 21 "GO:0006096" "glycolytic process" 0.85626075932937
217 0.70277548944196 6 25 "GO:0006103;GO:0009068" "2-oxoglutarate metabolic process" 0.83758276081468
939 0.296277087378704 6 10 "GO:0006108" "malate metabolic process" 0.517660893708032
-446 0.0887982811743058 5 119 "GO:0006109" "regulation of carbohydrate metabolic process" 0.247079469369845
-418 0.324790919111478 2 45 "GO:0006110;GO:0043470" "regulation of carbohydrate catabolic process" 0.548983149294784
-645 0.0726160338927311 3 63 "GO:0006111;GO:0043255" "regulation of carbohydrate biosynthetic process" 0.220152346726191
1638 0.0256736562170508 2 15 "GO:0006120" "mitochondrial electron transport, NADH to ubiquinone" 0.113438708806279
-528 0.394861674087572 4 21 "GO:0006144" "purine nucleobase metabolic process" 0.614688299914959
201 0.190351983885545 3 354 "GO:0006163;GO:0009117;GO:0072521;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.393711735734912
496 0.0221008731486939 5 175 "GO:0006164;GO:0009165;GO:0072522;GO:1901293" "nucleoside phosphate biosynthetic process" 0.102593051545743
82 0.911267679676108 -1 15 "GO:0006165" "obsolete nucleoside diphosphate phosphorylation" 0.95625602466383
993 0.246729506741957 3 11 "GO:0006167" "AMP biosynthetic process" 0.461923387787757
846 0.220071378319389 6 17 "GO:0006172;GO:0009180;GO:0046031;GO:0009136;GO:0009188;GO:0009133" "nucleoside diphosphate biosynthetic process" 0.428767599248045
-165 0.862061291250868 4 9 "GO:0006183" "GTP biosynthetic process" 0.929259549013717
1251 0.0200111192778608 2 28 "GO:0006195" "purine nucleotide catabolic process" 0.0977054131235103
-442 0.534439146384271 4 16 "GO:0006206" "pyrimidine nucleobase metabolic process" 0.727256675627752
-731 0.123625992319214 3 36 "GO:0006221;GO:0006220;GO:0072528" "pyrimidine-containing compound biosynthetic process" 0.30205538856623
-618 0.370620789732928 4 17 "GO:0006241;GO:0009209;GO:0046036;GO:0009148;GO:0009208;GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 0.595582041343253
-1408 1.34754910578017e-10 2 171 "GO:0006260" "DNA replication" 1.05820036723348e-08
-1173 0.00188160298182716 2 57 "GO:0006261" "DNA-templated DNA replication" 0.0204588139600976
-302 0.574924614805069 3 28 "GO:0006264;GO:0032042" "mitochondrial DNA metabolic process" 0.755607571387229
-1111 0.0249518791178847 9 33 "GO:0006268" "DNA unwinding involved in DNA replication" 0.111084979946866
-2926 3.5378109169886e-09 2 33 "GO:0006270" "DNA replication initiation" 2.43936377129921e-07
-1081 0.00454705091808469 2 56 "GO:0006275" "regulation of DNA replication" 0.0365672097246011
-1081 8.31448877480813e-15 3 436 "GO:0006281" "DNA repair" 1.30583665368792e-12
-800 0.0111718955606943 2 82 "GO:0006282" "regulation of DNA repair" 0.0666306935655755
-1535 0.0158030314459359 6 20 "GO:0006283" "transcription-coupled nucleotide-excision repair" 0.0846906416088008
-1111 0.02283709704994 4 34 "GO:0006284" "base-excision repair" 0.105147350749479
-1416 0.0845125188830773 2 12 "GO:0006285" "base-excision repair, AP site formation" 0.240117478273829
-1597 0.0206075965218676 5 17 "GO:0006287" "base-excision repair, gap-filling" 0.0996300720487374
-727 0.0561076206934416 4 56 "GO:0006289" "nucleotide-excision repair" 0.18748361380107
-1299 0.059733630088981 6 17 "GO:0006290" "pyrimidine dimer repair" 0.194771594303978
-1494 0.0688015235527054 2 12 "GO:0006297" "nucleotide-excision repair, DNA gap filling" 0.213036042807775
-980 0.114333597821704 4 21 "GO:0006298" "mismatch repair" 0.28910651255989
-613 0.00096584768663954 6 240 "GO:0006302;GO:0006310" "DNA recombination" 0.012860701051355
-581 0.208637021997851 2 38 "GO:0006303" "double-strand break repair via nonhomologous end joining" 0.415071682750123
-711 0.0868207423461174 2 47 "GO:0006304" "DNA modification" 0.24337332024008
-776 0.15666431115298 3 27 "GO:0006306;GO:0006305" "DNA alkylation" 0.352900404485637
-1617 0.0721212678414447 3 10 "GO:0006308" "DNA catabolic process" 0.219233144287918
149 0.868016084330746 2 10 "GO:0006312" "mitotic recombination" 0.930979806835885
-830 4.06546002090661e-08 2 367 "GO:0006325;GO:0071824" "protein-DNA complex organization" 2.2986110958206e-06
-860 0.0183851636931368 3 61 "GO:0006334;GO:0034728" "nucleosome organization" 0.0931449063808203
-2108 0.0102383009017795 3 12 "GO:0006335" "DNA replication-dependent chromatin assembly" 0.0627845480462704
-1473 0.0382515940837796 3 16 "GO:0006337;GO:0032986" "protein-DNA complex disassembly" 0.147125519013394
-748 7.39981654310059e-05 3 232 "GO:0006338" "chromatin remodeling" 0.00158800763926817
-739 0.2575006922764 -1 19 "GO:0006349" "obsolete regulation of gene expression by genomic imprinting" 0.472084602506733
-636 0.17414851265666 4 37 "GO:0006352" "DNA-templated transcription initiation" 0.373817650174926
-768 0.295449352774232 2 15 "GO:0006353" "DNA-templated transcription termination" 0.516533902469236
-1068 0.193122255372641 2 12 "GO:0006354" "DNA-templated transcription elongation" 0.397637739212277
117 0.839864631110095 2 24 "GO:0006356" "regulation of transcription by RNA polymerase I" 0.916717108937544
315 0.657299246322322 2 16 "GO:0006359" "regulation of transcription by RNA polymerase III" 0.809314011042336
-223 0.521463016336837 2 67 "GO:0006366" "transcription by RNA polymerase II" 0.718759603697825
-568 0.455012399176373 2 14 "GO:0006367" "transcription initiation at RNA polymerase II promoter" 0.666832582929812
582 0.195965374916282 2 40 "GO:0006376" "mRNA splice site recognition" 0.400574197316218
-611 0.197643434872005 2 36 "GO:0006378" "mRNA polyadenylation" 0.402839214407468
-118 0.872667369778949 2 15 "GO:0006383" "transcription by RNA polymerase III" 0.93306756972961
766 0.00760652847962723 2 99 "GO:0006399" "tRNA metabolic process" 0.051199180980729
530 0.307499860459738 2 30 "GO:0006400" "tRNA modification" 0.5297392477268
-274 0.362811644837635 2 90 "GO:0006406;GO:0006405" "RNA export from nucleus" 0.589803634247265
1005 0.202579232343238 2 13 "GO:0006413" "translational initiation" 0.407319694050024
290 0.617450626828975 4 24 "GO:0006414" "translational elongation" 0.784003817508506
-177 0.219686522018384 6 404 "GO:0006417;GO:0010608;GO:0034248" "regulation of amide metabolic process" 0.428312963962739
988 0.0400669086784224 2 35 "GO:0006418;GO:0043039;GO:0043038" "amino acid activation" 0.1510255344452
-182 0.638276583833213 2 54 "GO:0006446" "regulation of translational initiation" 0.79805745355882
1166 0.19467789385789 2 10 "GO:0006448" "regulation of translational elongation" 0.398918130611673
-1 0.997111310806192 2 174 "GO:0006457" "protein folding" 0.997866201670823
472 0.00159602800945344 2 376 "GO:0006468;GO:0016310" "phosphorylation" 0.0181934321884068
-461 0.0680398214357561 2 128 "GO:0006470;GO:0016311" "dephosphorylation" 0.211604593178089
-1693 0.0391151190951385 2 12 "GO:0006474" "N-terminal protein amino acid acetylation" 0.148488997889727
523 0.0115963915120043 3 192 "GO:0006479;GO:0008213" "protein methylation" 0.0678941986161177
