"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-1076 0.0128818464418922 4 43 "GO:0000959" "mitochondrial RNA metabolic process" 0.0795643456705107
-2114 0.0182499104142899 2 10 "GO:0001178" "regulation of transcriptional start site selection at RNA polymerase II promoter" 0.0993061344040535
434 0.444429476532789 4 25 "GO:0001501" "skeletal system development" 0.657587675943093
162 0.745844125755229 2 32 "GO:0001503" "ossification" 0.872305320344915
881 0.100112575405448 2 28 "GO:0001504" "neurotransmitter uptake" 0.281566618327823
1988 5.56821637762254e-06 2 42 "GO:0001508" "action potential" 0.000239180203493332
-1199 0.00459057821277178 2 45 "GO:0001510" "RNA methylation" 0.0390085395543183
-444 0.506386816795992 6 18 "GO:0001522" "pseudouridine synthesis" 0.710344693526292
-628 0.462394415288281 2 11 "GO:0001523;GO:0016101" "retinoid metabolic process" 0.669845767676176
257 0.35323726660117 3 106 "GO:0001525" "angiogenesis" 0.584263506892834
-471 0.355182878784507 2 31 "GO:0001541" "ovarian follicle development" 0.58509207516216
-373 0.060234246060357 2 208 "GO:0001558" "regulation of cell growth" 0.205739864555557
-283 0.518653775178327 2 42 "GO:0001568" "blood vessel development" 0.721500321259773
-866 0.270203022097018 2 13 "GO:0001570" "vasculogenesis" 0.501935091861312
-554 0.318744757693929 5 26 "GO:0001578" "microtubule bundle formation" 0.55156104437958
-128 0.811788051249301 4 28 "GO:0001649" "osteoblast differentiation" 0.906147856346886
-415 0.0708935249705007 2 154 "GO:0001654;GO:0007423" "sensory organ development" 0.228910185981059
860 0.336730525931475 2 10 "GO:0001658" "branching involved in ureteric bud morphogenesis" 0.568910036362176
634 0.206073149927294 2 32 "GO:0001662;GO:0002209;GO:0042596" "behavioral defense response" 0.430521282272571
-139 0.527859991996897 3 168 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 0.728215609397179
216 0.235064076231136 4 249 "GO:0001667;GO:0010631" "ameboidal-type cell migration" 0.465976094722659
87 0.844372500918951 6 41 "GO:0001676" "long-chain fatty acid metabolic process" 0.924163680469238
-22 0.928375589849954 2 141 "GO:0001701;GO:0043009" "chordate embryonic development" 0.967714584219724
836 0.148556855060856 4 24 "GO:0001702" "gastrulation with mouth forming second" 0.361199557545049
-98 0.863366006495274 2 25 "GO:0001707;GO:0001704" "formation of primary germ layer" 0.936253681729404
-190 0.610511975047213 2 58 "GO:0001708" "cell fate specification" 0.793217896085632
-1467 2.05925728370778e-05 2 68 "GO:0001709" "cell fate determination" 0.000703372819194163
1632 0.037756986030635 7 13 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.154708781740097
85 0.869133123064195 3 30 "GO:0001736;GO:0007164" "establishment of tissue polarity" 0.937414838133308
1164 0.154741637359887 2 12 "GO:0001737;GO:0042067" "establishment of ommatidial planar polarity" 0.3696889963086
673 0.327130239506044 2 17 "GO:0001738" "morphogenesis of a polarized epithelium" 0.559694767048663
-591 0.0931849647008379 5 65 "GO:0001745" "compound eye morphogenesis" 0.271171326880031
-773 0.07064338805691 6 44 "GO:0001754;GO:0046530;GO:0001751" "photoreceptor cell differentiation" 0.228362605634367
-928 0.153281049164483 2 19 "GO:0001756" "somitogenesis" 0.367330324920802
-48 0.886537959609394 2 72 "GO:0001763;GO:0048754;GO:0061138" "morphogenesis of a branching structure" 0.948428345468918
1019 0.0137956826991053 2 47 "GO:0001764" "neuron migration" 0.0825121528522437
-180 0.38299156912175 3 192 "GO:0001817" "regulation of cytokine production" 0.607146641104296
419 0.182083017465981 5 82 "GO:0001818" "negative regulation of cytokine production" 0.399539748077443
-608 0.0381551720373906 2 94 "GO:0001819" "positive regulation of cytokine production" 0.155640162195687
471 0.140826909907501 2 79 "GO:0001822" "kidney development" 0.348989763625669
-118 0.868190820900837 2 16 "GO:0001825" "blastocyst formation" 0.937414838133308
-1682 0.0603994571176324 3 10 "GO:0001835;GO:0035188" "hatching" 0.205808246308279
143 0.740353859959717 4 43 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 0.870036582107842
1508 0.0391787616916474 2 15 "GO:0001841;GO:0001838" "embryonic epithelial tube formation" 0.158266763271518
-219 0.698951660570582 3 25 "GO:0001843;GO:0060606" "neural tube closure" 0.846993763505026
1959 0.0165570864705913 3 12 "GO:0001881" "receptor recycling" 0.0927654943559809
-1 0.998614523467032 2 21 "GO:0001885;GO:0061028;GO:0090557" "endothelial cell development" 0.999060563108711
-267 0.434256453263446 2 69 "GO:0001889" "liver development" 0.648673846509508
-618 0.431523390846175 4 13 "GO:0001892" "embryonic placenta development" 0.648146873263337
-116 0.396277132261321 3 451 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.618978330556939
-111 0.49155180403923 4 318 "GO:0001934;GO:0042327;GO:0045937;GO:0010562" "positive regulation of phosphate metabolic process" 0.697123243847532
1859 0.037869363835035 3 10 "GO:0001935" "endothelial cell proliferation" 0.154920124779689
-1259 0.0149947035855118 2 30 "GO:0001936" "regulation of endothelial cell proliferation" 0.0867596657383692
-1473 0.0846005247619282 6 11 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.256516029625739
-1124 0.0691743971698063 2 21 "GO:0001938" "positive regulation of endothelial cell proliferation" 0.225178262386174
1793 0.0452315426418709 2 10 "GO:0001941" "postsynaptic membrane organization" 0.170975231186272
-530 0.59628797529422 4 8 "GO:0001944" "vasculature development" 0.779433041294582
86 0.845714170822408 3 41 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.924286690162501
-179 0.685950784986497 5 41 "GO:0001952" "regulation of cell-matrix adhesion" 0.839333710382143
-148 0.839581867016436 2 15 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.922921517251491
640 0.453677686865986 2 11 "GO:0001956;GO:0051590" "positive regulation of neurotransmitter secretion" 0.66309171867187
-636 0.161126584894406 3 39 "GO:0001960;GO:0001959;GO:0060761;GO:0060759" "regulation of response to cytokine stimulus" 0.375344180916714
72 0.670856086537929 4 285 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.832563967427472
46 0.944215933927378 2 19 "GO:0002011" "morphogenesis of an epithelial sheet" 0.975426499757982
1326 0.0193214661124421 2 25 "GO:0002027" "regulation of heart rate" 0.102385712950978
-419 0.0900767331580774 2 133 "GO:0002064" "epithelial cell development" 0.266007852607447
-1171 0.0475269082597749 5 23 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.176630833540492
-238 0.770673126338073 2 12 "GO:0002067" "glandular epithelial cell differentiation" 0.883127854958948
-4 0.996268264825404 4 14 "GO:0002082" "regulation of oxidative phosphorylation" 0.999060563108711
-726 0.290743371445761 5 17 "GO:0002087;GO:0044065;GO:0043576" "regulation of respiratory gaseous exchange" 0.521351965875226
359 0.453565445632952 2 35 "GO:0002090" "regulation of receptor internalization" 0.66309171867187
212 0.744724659503056 3 19 "GO:0002092" "positive regulation of receptor internalization" 0.872255431218316
-134 0.819989720617771 2 23 "GO:0002119" "nematode larval development" 0.911278266543074
-258 0.579507069693089 2 37 "GO:0002164" "larval development" 0.769982434265395
-895 0.180085471156047 3 18 "GO:0002165" "instar larval or pupal development" 0.397129993433534
1051 0.0818463503896532 2 22 "GO:0002181" "cytoplasmic translation" 0.250848003626667
-283 0.429723180949417 2 63 "GO:0002218;GO:0002758" "activation of innate immune response" 0.647324770452496
-131 0.835713885313064 2 20 "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" 0.920811840210858
-193 0.683234095773283 6 36 "GO:0002221" "pattern recognition receptor signaling pathway" 0.839093014294396
-294 0.708621039536876 3 13 "GO:0002223;GO:1990858;GO:1990840" "response to lectin" 0.852329506613086
-688 0.363598559632156 2 14 "GO:0002224" "toll-like receptor signaling pathway" 0.591391243094089
717 0.173117183080084 4 29 "GO:0002225;GO:0002760;GO:0002784;GO:0002922" "regulation of antimicrobial peptide production" 0.389204769256176
-1525 0.0264734287149486 2 17 "GO:0002230;GO:0050691" "regulation of defense response to virus by host" 0.123847823243378
-268 0.503850617826335 4 50 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.707837711366531
-565 0.38489611198546 3 19 "GO:0002250" "adaptive immune response" 0.607899987453359
1035 0.17178121732442 3 14 "GO:0002251" "organ or tissue specific immune response" 0.38897245556824
-132 0.602884412418049 2 127 "GO:0002252" "immune effector process" 0.784386098763272
-180 0.549482826432859 2 89 "GO:0002253;GO:0002757;GO:0002764" "activation of immune response" 0.747497031159863
923 0.207115391631664 3 15 "GO:0002274" "myeloid leukocyte activation" 0.430793936372537
-1147 0.0267466157342087 3 30 "GO:0002312;GO:0002285;GO:0002366;GO:0002263" "cell activation involved in immune response" 0.124305992797511
-216 0.621237083188065 5 42 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.80216800761436
-281 0.753498056448241 5 10 "GO:0002433" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 0.874761257178855
1036 0.205062758833607 2 12 "GO:0002437" "inflammatory response to antigenic stimulus" 0.429442161878024
-837 0.375350412643356 3 9 "GO:0002443" "leukocyte mediated immunity" 0.5999880871026
886 0.142387748796754 2 22 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.351161339551964
-481 0.186150865457656 3 61 "GO:0002521;GO:0030098;GO:1903131" "leukocyte differentiation" 0.403777891027127
-85 0.898364694723695 5 18 "GO:0002573" "myeloid leukocyte differentiation" 0.955671260616013
791 0.314171064899718 2 13 "GO:0002576" "platelet degranulation" 0.546888735881029
344 0.616464038099621 4 17 "GO:0002639;GO:0045191;GO:0002637;GO:0002889;GO:0002712" "regulation of immunoglobulin production" 0.798025364389235
59 0.802285079293136 2 149 "GO:0002683" "negative regulation of immune system process" 0.900070518320554
-13 0.93886413138184 2 272 "GO:0002684" "positive regulation of immune system process" 0.974260546291185
445 0.277317351222317 3 48 "GO:0002687;GO:0002685" "regulation of leukocyte migration" 0.50656874401757
90 0.868569820008485 4 27 "GO:0002690;GO:0002688" "positive regulation of leukocyte chemotaxis" 0.937414838133308
376 0.170223613731504 2 108 "GO:0002699;GO:0002697" "regulation of immune effector process" 0.387929216180719
318 0.366234218051103 3 65 "GO:0002702;GO:0002700" "regulation of production of molecular mediator of immune response" 0.593882421553554
-350 0.471658091625315 2 34 "GO:0002703" "regulation of leukocyte mediated immunity" 0.678068301094203
-359 0.502879968097243 4 28 "GO:0002708;GO:0002705;GO:0002706" "regulation of lymphocyte mediated immunity" 0.70682434782136
-322 0.611155674763495 3 20 "GO:0002718;GO:0002720" "regulation of cytokine production involved in immune response" 0.793658840342796
759 0.098831766422983 2 38 "GO:0002759;GO:0002920" "regulation of humoral immune response" 0.279628800208739
40 0.925498984450922 2 45 "GO:0002761" "regulation of myeloid leukocyte differentiation" 0.966049197687174
-229 0.738650912599126 2 17 "GO:0002762" "negative regulation of myeloid leukocyte differentiation" 0.869423957045277
609 0.324423022183483 4 21 "GO:0002763" "positive regulation of myeloid leukocyte differentiation" 0.557199958438306
840 0.196192911943116 5 19 "GO:0002807;GO:0002805;GO:0006963;GO:0002808;GO:0002803;GO:0002786;GO:1900426" "positive regulation of defense response to bacterium" 0.416946705666217
-191 0.666705573362683 4 41 "GO:0002822;GO:0002819" "regulation of adaptive immune response" 0.831548746363047
-770 0.166012290763947 2 26 "GO:0002824;GO:0002821" "positive regulation of adaptive immune response" 0.380165463906131
-416 0.234465225214046 2 66 "GO:0002832" "negative regulation of response to biotic stimulus" 0.465156692429545
168 0.489744670453665 3 138 "GO:0002833;GO:0031349" "positive regulation of defense response" 0.695255954299519
1877 0.0279100824784781 4 11 "GO:0002862;GO:0002861" "regulation of inflammatory response to antigenic stimulus" 0.128658672888594
1832 0.0250867825378641 2 12 "GO:0002931" "response to ischemia" 0.119732371203442
-692 0.196139974558869 2 28 "GO:0003007" "heart morphogenesis" 0.416946705666217
-4 0.991219633476011 3 62 "GO:0003013" "circulatory system process" 0.996138837612368
699 0.150531717885306 3 34 "GO:0003014" "renal system process" 0.364127491642357
77 0.872413917463609 2 35 "GO:0003018" "vascular process in circulatory system" 0.939344267379161
1233 0.116417807639136 4 13 "GO:0003094;GO:0097205" "renal filtration" 0.308255721219012
935 0.252628945704454 4 12 "GO:0003148" "outflow tract septum morphogenesis" 0.484575819399274
-862 0.335944038200382 3 10 "GO:0003151" "outflow tract morphogenesis" 0.568258561037042
-81 0.921353006325908 2 12 "GO:0003170" "heart valve development" 0.964702006506413
262 0.694737846586828 2 18 "GO:0003179" "heart valve morphogenesis" 0.844951435038034
515 0.404590000403999 2 21 "GO:0003254" "regulation of membrane depolarization" 0.626098608703787
214 0.717347570712535 2 23 "GO:0003279" "cardiac septum development" 0.858455197539062
1330 0.000284787153431075 4 60 "GO:0003333" "amino acid transmembrane transport" 0.00544157683548584
461 0.389984488022543 2 28 "GO:0003341" "cilium movement" 0.612184952128411
822 0.218550297396135 4 18 "GO:0003351;GO:0006858" "extracellular transport" 0.44606918151047
714 0.382688750132797 3 12 "GO:0003382" "epithelial cell morphogenesis" 0.607146641104296
-1401 0.117816698273289 4 10 "GO:0003383" "apical constriction" 0.309328866811369
-743 0.326685859246531 2 14 "GO:0003401" "axis elongation" 0.559609915990281
571 0.00108109411244834 3 270 "GO:0005975" "carbohydrate metabolic process" 0.0140591826091332
516 0.288911695549565 2 34 "GO:0005976" "polysaccharide metabolic process" 0.519381519900454
200 0.751739237983654 2 20 "GO:0005977;GO:0006112;GO:0044042" "energy reserve metabolic process" 0.874761257178855
887 0.347165529826718 2 9 "GO:0005978;GO:0009250" "glycogen biosynthetic process" 0.578930633125197
-779 0.361858426774362 4 11 "GO:0005979;GO:0010962" "regulation of glycogen biosynthetic process" 0.590258135733784
273 0.682892420374264 2 18 "GO:0006000" "fructose metabolic process" 0.839093014294396
518 0.127271900965609 2 70 "GO:0006006" "glucose metabolic process" 0.325940234180218
2135 0.0237131380611664 4 9 "GO:0006012" "galactose metabolic process" 0.116309249832884
-1421 0.0287617278659414 2 19 "GO:0006020" "inositol metabolic process" 0.131092441318238
1376 1.68910917509538e-05 2 79 "GO:0006022" "aminoglycan metabolic process" 0.000613926219409667
1071 0.0325468008916053 2 32 "GO:0006024;GO:0006023" "aminoglycan biosynthetic process" 0.141736068398926
265 0.755925866814611 4 11 "GO:0006027" "glycosaminoglycan catabolic process" 0.875210646887881
1197 0.00176402634282136 2 55 "GO:0006032;GO:0006026;GO:0006030;GO:1901072;GO:0046348" "aminoglycan catabolic process" 0.019689034180703
285 0.717174828802015 2 13 "GO:0006044" "N-acetylglucosamine metabolic process" 0.858455197539062
1116 0.0781712453732831 5 20 "GO:0006071;GO:0019400" "alditol metabolic process" 0.24433900841594
-720 0.171691432811281 2 29 "GO:0006081" "cellular aldehyde metabolic process" 0.38897245556824
623 0.200297364872822 2 34 "GO:0006084" "acetyl-CoA metabolic process" 0.423763454786903
370 0.60136122536261 4 16 "GO:0006085" "acetyl-CoA biosynthetic process" 0.783123139137804
515 0.312010029236511 2 31 "GO:0006090" "pyruvate metabolic process" 0.545380128177549
985 8.65986892055245e-05 3 129 "GO:0006091" "generation of precursor metabolites and energy" 0.00223188439906965
1052 0.0817669489885637 5 22 "GO:0006094;GO:0019319;GO:0046364" "monosaccharide biosynthetic process" 0.250848003626667
1001 0.105460342588581 3 21 "GO:0006096" "glycolytic process" 0.289709371355259
1254 0.0240438612619743 3 26 "GO:0006103;GO:0009068" "2-oxoglutarate metabolic process" 0.117322455555417
1943 0.0300373460564136 7 10 "GO:0006108" "malate metabolic process" 0.135511667479046
-356 0.170619191778621 4 120 "GO:0006109" "regulation of carbohydrate metabolic process" 0.388518400556137
-747 0.0773758723984029 5 45 "GO:0006110;GO:0043470" "regulation of carbohydrate catabolic process" 0.243193567904071
-411 0.254672517524283 6 62 "GO:0006111;GO:0043255" "regulation of carbohydrate biosynthetic process" 0.487490063969077
1689 0.0209710777753434 3 15 "GO:0006120" "mitochondrial electron transport, NADH to ubiquinone" 0.107554067303557
-198 0.786402805034038 2 15 "GO:0006140;GO:1900542;GO:1903578" "regulation of nucleotide metabolic process" 0.890203509411766
468 0.449298280954527 3 21 "GO:0006144" "purine nucleobase metabolic process" 0.659961017105571
1994 0.00486711525481228 -1 16 "GO:0006165" "obsolete nucleoside diphosphate phosphorylation" 0.0407028665114832
1402 0.0412858377161731 4 17 "GO:0006172;GO:0009180;GO:0046031;GO:0009136;GO:0009188;GO:0009133" "nucleoside diphosphate biosynthetic process" 0.162112673026802
1227 0.0219920717836016 2 28 "GO:0006195" "purine nucleotide catabolic process" 0.110741604807301
-452 0.498368219519114 3 18 "GO:0006206" "pyrimidine nucleobase metabolic process" 0.703709927770146
-36 0.966122907665684 3 11 "GO:0006207;GO:0019856" "'de novo' pyrimidine nucleobase biosynthetic process" 0.984174790956599
81 0.861305534969461 2 37 "GO:0006221;GO:0006220;GO:0072528" "pyrimidine-containing compound biosynthetic process" 0.934823178744075
-800 0.328145432648051 7 12 "GO:0006222;GO:0009174;GO:0046049;GO:0009173" "UMP metabolic process" 0.560754853259328
647 0.360704825233387 7 16 "GO:0006241;GO:0009209;GO:0046036;GO:0009148;GO:0009208;GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 0.589054250885168
-842 0.000114899248506589 4 171 "GO:0006260" "DNA replication" 0.00276050313149305
-765 0.0401467160687953 2 58 "GO:0006261" "DNA-templated DNA replication" 0.159799579146234
-962 0.067677420599675 6 29 "GO:0006264;GO:0032042" "mitochondrial DNA metabolic process" 0.222043138985559
-1267 0.00916907705933582 2 34 "GO:0006268" "DNA unwinding involved in DNA replication" 0.0644783467248101
-872 0.0819735897745295 6 32 "GO:0006270" "DNA replication initiation" 0.250966659838867
-177 0.640206741669509 3 56 "GO:0006275" "regulation of DNA replication" 0.814665107505317
-1154 6.93778906190877e-17 4 439 "GO:0006281" "DNA repair" 4.91715799762784e-14
-1711 6.00189617344037e-08 4 81 "GO:0006282" "regulation of DNA repair" 6.07691987560837e-06
-710 0.262475937745422 2 20 "GO:0006283" "transcription-coupled nucleotide-excision repair" 0.495749022990187
-1117 0.021660217470711 2 34 "GO:0006284" "base-excision repair" 0.10950076381595
-1516 0.0637357854631567 5 12 "GO:0006285" "base-excision repair, AP site formation" 0.213582685328663
-902 0.189358543050563 4 17 "GO:0006287" "base-excision repair, gap-filling" 0.408983585779096
-1211 0.00141338666173213 2 56 "GO:0006289" "nucleotide-excision repair" 0.0168359293529857
-2332 0.000687958450839118 2 17 "GO:0006290" "pyrimidine dimer repair" 0.0103742670645154
-664 0.416539433741693 5 12 "GO:0006297" "nucleotide-excision repair, DNA gap filling" 0.636598002510889
-1168 0.0532136466976733 6 22 "GO:0006298" "mismatch repair" 0.18924745293039
-1218 3.88520430731787e-11 2 242 "GO:0006302;GO:0006310" "DNA recombination" 8.36944196224566e-09
-2463 3.98320615032361e-08 7 40 "GO:0006303" "double-strand break repair via nonhomologous end joining" 4.34322670621824e-06
-1101 0.00720761648768811 4 48 "GO:0006304" "DNA modification" 0.0535496158625575
-1062 0.0515511148313481 2 27 "GO:0006306;GO:0006305" "DNA methylation" 0.185938181357343
-1986 0.0265856125498604 3 10 "GO:0006308" "DNA catabolic process" 0.123869467837333
-852 0.341190734908011 5 10 "GO:0006312" "mitotic recombination" 0.573370322148317
-1105 2.34819745627853e-13 2 366 "GO:0006325;GO:0071824" "protein-DNA complex organization" 1.10952329809161e-10
-1009 0.0055257962033403 2 61 "GO:0006334;GO:0034728" "nucleosome organization" 0.0443785615764016
71 0.930513853770017 7 12 "GO:0006335" "DNA replication-dependent chromatin assembly" 0.969142827126377
-2113 0.00285001270206542 2 16 "GO:0006337;GO:0032986" "protein-DNA complex disassembly" 0.0283423791455673
-1013 7.12605863079919e-08 4 232 "GO:0006338" "chromatin remodeling" 6.96633662700541e-06
-2194 0.000737494190156402 -1 19 "GO:0006349" "obsolete regulation of gene expression by genomic imprinting" 0.0108549151515748
-838 0.00232342388279533 2 107 "GO:0006351" "DNA-templated transcription" 0.0242165687783999
-1067 0.0203523535774881 2 38 "GO:0006352" "DNA-templated transcription initiation" 0.105482490662118
-1120 0.125788101750907 3 15 "GO:0006353" "DNA-templated transcription termination" 0.323015641724476
-1877 0.0216767382938668 5 12 "GO:0006354" "DNA-templated transcription elongation" 0.10950076381595
-1684 0.00359617651185505 3 24 "GO:0006356" "regulation of transcription by RNA polymerase I" 0.0332089915671305
-669 0.360232910356875 3 15 "GO:0006359" "regulation of transcription by RNA polymerase III" 0.588962111223611
-975 0.0049688014600055 2 67 "GO:0006366" "transcription by RNA polymerase II" 0.041102526389158
-1722 0.0185560935923587 3 15 "GO:0006367" "transcription initiation at RNA polymerase II promoter" 0.100202905398737
-1454 0.00118537604645557 4 40 "GO:0006376" "mRNA splice site recognition" 0.0147392153144804
-1719 0.000274913989401337 2 36 "GO:0006378" "mRNA polyadenylation" 0.00537504248243304
-894 0.221772906013092 2 15 "GO:0006383" "transcription by RNA polymerase III" 0.450029712758403
-972 0.000598929792049594 3 101 "GO:0006399" "tRNA metabolic process" 0.00932948329923406
-703 0.174699595551081 2 30 "GO:0006400" "tRNA modification" 0.391520437460328
-1364 5.36051513233946e-06 3 90 "GO:0006406;GO:0006405" "RNA export from nucleus" 0.00023745406875285
663 0.398480802651427 3 13 "GO:0006413" "translational initiation" 0.620819113798004
-446 0.431684430105171 2 25 "GO:0006414" "translational elongation" 0.648146873263337
-446 0.00189183192510589 2 405 "GO:0006417;GO:0010608;GO:0034248" "regulation of amide metabolic process" 0.0205492088416674
-419 0.369215532174135 7 37 "GO:0006418;GO:0043039;GO:0043038" "amino acid activation" 0.595261556268923
-104 0.787574822459183 3 54 "GO:0006446" "regulation of translational initiation" 0.890203509411766
1684 0.0601246737204148 2 10 "GO:0006448" "regulation of translational elongation" 0.205739864555557
563 0.00859009988007774 2 178 "GO:0006457" "protein folding" 0.0612530589401795
-302 0.0435095091122374 5 373 "GO:0006468;GO:0016310" "phosphorylation" 0.167140187443351
204 0.418782064264816 4 128 "GO:0006470;GO:0016311" "dephosphorylation" 0.638155994029865
-469 0.582979727684856 3 11 "GO:0006474" "N-terminal protein amino acid acetylation" 0.770152622547328
-395 0.0578116497572354 5 188 "GO:0006479;GO:0008213" "protein methylation" 0.200852974340395
